OA11CD,easting,northing
E00014519,525683.52,179457.758
E00014598,527606.763,177964.903
E00014606,527656.258,177908.555
E00014607,527279.135,177880.263
E00014604,527331.878,177917.781
E00014605,527473.328,177844.308
E00014602,527369.974,177968.13
E00014603,527793.993,177861.38
E00014600,527437.599,177987.555
E00014601,527746.005,177982.49
E00014609,527614.961,177793.692
E00175090,526624.76,178578.128
E00175094,524441.478,182304.119
E00175091,528010.151,177823.82
E00175092,526235.172,177444.564
E00175089,525985.962,177283.722
E00175101,526257.922,177311.318
E00014166,524476.712,181347.02
E00014167,524683.581,181329.032
E00014165,524619.619,181429.101
E00014162,524706.811,181606.521
E00014163,524762.557,181498.765
E00014160,524629.853,180881.697
E00014161,524552.5,180929.925
E00014168,524801.406,181411.573
E00014169,524603.338,181335.11
E00014347,527824.472,178642.639
E00014345,527598.213,178578.421
E00014342,527712.818,178573.079
E00014341,527274.962,178636.172
E00014348,527420.743,178555.649
E00014297,525202.631,178541.09
E00014476,525478.019,180689.888
E00014526,525892.258,179552.41
E00014217,526476.889,178869.262
E00014296,525119.743,178607.373
E00014477,524731.032,180669.747
E00014527,526201.667,179331.314
E00014214,526362.65,178293.811
E00014295,525353.604,178551.064
E00014474,525495.829,180589.161
E00014524,525890.967,179443.804
E00014215,526635.988,178234.185
E00014294,525168.229,178647.171
E00014475,525277.793,180485.388
E00014525,526109.389,179569.801
E00014212,526542.805,178323.017
E00014293,525274.978,178629.898
E00014522,526260.85,179544.955
E00014213,526468.313,178294.772
E00014292,525568.007,178623.111
E00014473,525074.498,180581.719
E00014523,526020.685,179450.562
E00014210,526270.039,178494.499
E00014291,525466.536,178563.6
E00014470,524095.322,181050.354
E00014520,525830.763,179663.393
E00014211,526636.313,178350.271
E00014290,525507.527,178698.471
E00014471,525296.126,180898.087
E00014521,526295.472,179372.02
E00014218,526371.257,178728.843
E00014299,525414.055,178486.768
E00014478,525356.212,180609.136
E00014528,526109.149,179487.468
E00014219,525883.986,178823.023
E00014298,525176.82,178527.467
E00014479,525454.959,180599.942
E00014529,526392.011,179419.011
E00014656,526664.843,178045.831
E00014657,526595.325,177979.466
E00014654,526722.967,178105.02
E00014655,526769.058,178043.378
E00014652,526836.786,178234.394
E00014653,527246.723,178212.122
E00014650,527340.814,178230.015
E00014651,526655.909,178121.774
E00014658,526869.451,177997.96
E00014136,525589.129,179749.111
E00014046,524781.616,179041.563
E00014137,525475.493,179675.528
E00014047,525517.542,179057.531
E00014134,525491.634,179860.859
E00014044,525340.828,179178.979
E00014135,525402.255,179659.401
E00014045,525360.051,179044.077
E00014132,525339.48,179808.514
E00014133,525474.544,179817.607
E00014043,525506.875,179425.329
E00014130,525415.89,179896.391
E00014131,525579.534,179951
E00014138,525520.705,180257.547
E00014048,525762.369,178965.434
E00014049,525408.059,178980.749
E00014316,524091.621,181925.172
E00014397,524491.083,179142.793
E00014226,527127.389,177713.977
E00014576,525747.893,178403.087
E00014317,524133.449,182018.678
E00014396,524600.409,179186.568
E00014227,526817.348,177676.085
E00014577,525769.541,178319.502
E00014314,524620.436,181844.742
E00014395,524407.449,179273.102
E00014224,527084.766,177924.868
E00014574,525903.258,177390.331
E00014315,524662.73,181983.881
E00014394,524287.895,179374.343
E00014225,527017.004,177735.772
E00014575,525861.411,178411.078
E00014312,524222.502,182116.649
E00014393,524509.65,179407.769
E00014222,526117.019,177160.305
E00014572,525942.649,177482.615
E00014313,524419.137,182122.228
E00014392,524571.679,179400.032
E00014223,527189.121,177902.031
E00014573,526006.839,177694.719
E00014310,524504.443,182124.743
E00014391,525147.868,179370.187
E00014220,525783.952,178816.704
E00014570,525893.025,177753.884
E00014311,524068.654,182056.268
E00014390,524642.225,179394.729
E00014221,526362.91,177144.474
E00014571,526059.376,177716.938
E00014318,524273.649,181925.531
E00014399,524563.223,180145.225
E00014228,527246.833,177759.771
E00014578,526353.854,178170.509
E00014319,524233.343,181973.927
E00014398,524664.798,179101.996
E00014229,527289.973,177735.827
E00014207,525695.127,178479.657
E00014286,525659.477,178696.185
E00014467,523815.003,180890.611
E00014557,525679.834,178063.024
E00014204,526060.731,178498.503
E00014285,525633.599,178497.336
E00014464,524056.166,181146.092
E00014554,525818.175,178198.248
E00014205,526359.324,178510.814
E00014284,525616.084,178760.004
E00014465,523708.762,181072.759
E00014555,525774.046,178160.589
E00014202,525847.538,178579.951
E00014283,525388.57,178776.575
E00014462,523755.183,181246.286
E00014552,526058.449,178069.879
E00014203,526174.461,178501.771
E00014282,525488.537,178810.646
E00014463,523947.113,181114.798
E00014553,525927.879,178204.746
E00014200,525890.761,178599.096
E00014281,525637.625,178813.732
E00014460,523433.75,181252.611
E00014550,526179.026,178390.144
E00014201,526222.682,178543.082
E00014280,525365.067,178122.093
E00014461,524181.582,181106.095
E00014551,525706.433,178189.687
E00014208,526439.577,178375.143
E00014289,525322.648,178695.965
E00014468,524176.026,181027.814
E00014288,525286.675,178728.863
E00014469,523790.734,181039.064
E00014559,525994.706,178075.036
E00014646,527044.843,178470.186
E00014647,527424.09,178345.554
E00014644,523897.734,181568.092
E00014645,526383.139,177517.435
E00014642,524091.732,181634.739
E00014640,523102.91,181695.375
E00014641,523167.877,181820.893
E00014648,527063.659,178233.411
E00014649,527339.228,178366.971
E00014076,524975.966,179010.581
E00014126,525282.683,180017.176
E00014127,525592.396,180067.106
E00014074,525546.227,178966.412
E00014124,525045.689,179825.277
E00014075,525697.339,179039.893
E00014125,525357.171,179969.987
E00014122,525058.545,180104.786
E00014073,525647.108,178981.108
E00014123,525108.906,180039.393
E00014070,525530.987,179188.107
E00014120,525435.676,180078.448
E00014071,525676.548,179111.544
E00014121,525529.507,180042.64
E00014078,527263.641,178891.459
E00014128,525510.853,179954.137
E00014079,526928.1,178746.24
E00014129,525277.858,179844.55
E00014387,524297.928,179632.926
E00014256,526424.257,177172.304
E00014566,526122.77,177794.466
E00014307,523919.769,182231.071
E00014386,524196.906,179546.807
E00014257,526306.089,177109.723
E00014567,525877.22,177978.707
E00014385,525218.455,179497.896
E00014254,526329.136,177215.777
E00014564,525810.99,177962.991
E00014384,524874.126,179390.394
E00014255,526215.624,177133.119
E00014565,526036.582,177872.458
E00014302,524258.145,181694.408
E00014383,524483.379,179978.575
E00014252,526518.628,177219.931
E00014562,526291.727,177923.442
E00014303,524055.029,182166.91
E00014382,524388.843,179833.35
E00014563,525744.231,177928.073
E00014300,524418.659,181819.013
E00014381,524061.212,179602.746
E00014250,526585.698,177312.969
E00014560,526312.845,177984.13
E00014301,524554.767,181710.335
E00014380,524540.361,179573.274
E00014251,526428.233,177303.093
E00014561,525803.936,178041.761
E00014308,524462.254,182217.004
E00014389,525263.101,179459.05
E00014258,525523.444,178370.658
E00014568,526002.948,177793.131
E00014388,524168.042,179473.411
E00014259,525556.729,178824.912
E00014569,525920.71,177848.702
E00014436,524478.328,180749.64
E00014437,524253.495,180796.432
E00014434,524334.71,180919.099
E00014435,524453.905,180890.919
E00014432,524353.321,181063.3
E00014433,524230.024,180986.588
E00014430,524038.094,180074.051
E00014438,523857.682,180679.113
E00014439,524124.446,180701.783
E00014616,523635.423,181583.294
E00014617,523937.362,181524.506
E00014614,524135.86,181552.193
E00014615,523313.521,182099.869
E00014612,527538.238,177792.834
E00014613,527872.984,177789.232
E00014611,527362.209,177736.351
E00014618,523996.486,181458.225
E00014619,523190.896,182085.516
E00175096,527521.506,178697.82
E00175098,526551.838,178104.74
E00175088,525966.515,177349.977
E00175087,525200.32,180647.993
E00175093,524059.515,182289.806
E00175100,524851.142,178756.128
E00175097,526472.001,178191.05
E00014177,524416.118,181176.856
E00014174,524178.691,181260.108
E00014175,524952.572,181242.087
E00014172,524404.757,181271.53
E00014173,524891.78,181317.582
E00014170,524831.151,181347.215
E00014171,524942.211,181341.318
E00014178,524532.725,181200.614
E00014179,524752.492,181182.55
E00014356,528025.462,179151.31
E00014266,525147.354,178393.064
E00014086,527982.08,179305.376
E00014357,527832.771,179071.183
E00014267,525459.646,178404.533
E00014085,527770.939,179430.116
E00014354,527507.633,178370.557
E00014264,525312.763,178468.273
E00014084,527846.794,179590.47
E00014355,527199.466,178442.046
E00014265,525134.695,178503.389
E00014083,527729.798,179528.893
E00014352,527239.882,178496.541
E00014262,525056.738,178401.615
E00014353,527476.963,178523.992
E00014263,525241.812,178433.705
E00014081,526721.016,178398.4
E00014350,527313.256,178504.569
E00014260,525416.539,178659.007
E00014351,527665.855,178510.448
E00014261,525065.895,178510.589
E00014089,527513.067,179295.3
E00014358,527562.055,179015.872
E00014268,525230.651,178354.104
E00014088,527416.692,179210.159
E00014359,527718.17,179017.655
E00014269,525628.995,178359.603
E00014446,523625.677,180989.048
E00014536,526297.651,179246.432
E00014447,524154.878,180868.122
E00014537,526135.302,179231.783
E00014534,526302.368,179311.322
E00014445,523669.186,180885.285
E00014535,526202.765,179176.865
E00014442,524031.475,180969.404
E00014532,525830.519,179334.101
E00014443,523872.088,180887.169
E00014533,526404.013,179210.626
E00014440,524302.163,181201.445
E00014530,525818.763,179520.348
E00014441,523922.344,180837.76
E00014531,525574.286,179376.066
E00014448,524083.235,180800.423
E00014538,525895.014,179197.431
E00014449,523961.106,180701.298
E00014539,525806.319,179238.815
E00014626,523975.198,181964.822
E00014627,523176.477,181936.267
E00014628,524026.756,181870.51
E00014366,527573.304,178906.56
E00014234,526965.223,177564.812
E00014540,526289.276,179182.699
E00014548,526148.624,177884.887
E00014335,527320.792,178514.88
E00014164,524701.716,181511.684
E00014659,526552.909,178004.97
E00014139,525414.761,180428.086
E00014666,526531.027,177758.958
E00014140,525044.357,180310.605
E00014099,527217.574,179020.567
E00014450,523290.272,181552.44
E00014631,523148.987,182008.238
E00014196,526473.663,178370.033
E00014558,526416.668,178085.72
E00014209,526373.12,178405.734
E00014643,523179.344,181647.633
E00014072,525147.998,179057.666
E00014304,524297.937,182035.765
E00014305,524516.776,182213.987
E00014431,524336.961,181123.923
E00014176,524894.742,181174.099
E00014087,527647.553,179270.932
E00014082,526816.55,178501.031
E00014080,526683.911,178508.198
E00015086,518667.278,166319.606
E00014764,520798.433,168359.396
E00015004,522054.345,166565.47
E00015085,518202.93,166192.828
E00014765,520333.42,168344.529
E00015005,521852.171,166563.397
E00015084,518774.676,166314.993
E00014762,521936.768,168428.181
E00015002,521589.116,166519.506
E00015083,517806.415,166514.816
E00014763,521302.636,168373.398
E00015003,521280.323,166486.262
E00015082,517603.005,166748.358
E00014760,521752.848,168416.2
E00015000,522431.453,166622.264
E00015081,518240.889,166486.498
E00014761,521128,168370.817
E00015001,522318.542,166490.802
E00015080,518597.294,166575.124
E00014916,520372.658,168886.13
E00014997,520903.881,166653.26
E00014826,517834.735,164159.045
E00014768,519323.422,170001.142
E00015008,521691.662,167401.462
E00014917,520647.479,168818.629
E00014996,521196.899,166671.061
E00015089,518877.679,166276.963
E00014769,518761.201,170158.991
E00014914,520826.705,168875.469
E00014995,521021.654,166826.471
E00014824,517791.763,164355.829
E00015088,518486.158,166352.631
E00014915,521145.256,168900.919
E00014994,522492.454,166801.994
E00014825,518322.11,164318.044
E00014912,520903.266,169040.908
E00014993,521366.649,166882.623
E00014822,518064.471,164276.735
E00014913,520137.854,169269.16
E00014992,520730.236,166930.869
E00014823,519182.393,164441.365
E00014910,521097.157,169191.854
E00014991,520879.265,167015.803
E00014820,518175.994,164521.256
E00014911,520741.11,169155.641
E00014990,521552.305,166992.679
E00014821,517883.995,164551.466
E00014918,518845.28,168387.73
E00014999,521419.493,166684.439
E00014828,517990.197,163930.788
E00014919,517902.677,168251.693
E00014998,520949.962,166346.275
E00014829,518496.723,163880.847
E00015056,518317.641,167543.854
E00015106,517773.341,166985.447
E00015057,518206.948,167608.868
E00015107,517676.185,166916.85
E00015054,517546.289,167555.506
E00015104,517937.374,167059.528
E00015055,517825.749,167501.956
E00015105,518411.694,166984.242
E00015052,518015.79,167759.835
E00015102,518174.141,167204.304
E00015053,518389.249,167662.554
E00015103,518422.446,167197.788
E00015050,518288.385,167814.75
E00015100,518787.858,165818.756
E00015051,518137.32,167902.167
E00174875,518068,169685
E00014714,518660.022,166689.79
E00014795,519212.071,169929.434
E00014715,518910.897,166588.268
E00014794,518723.222,169962.082
E00014712,518965.987,166932.605
E00014713,519099.194,166846.151
E00014792,518347.638,170015.673
E00014710,518710.425,167035.674
E00014791,518962.959,169982.367
E00014711,518840.229,166987.761
E00014790,518871.308,170097.018
E00014908,519923.375,169351.121
E00014989,521320.041,167095.632
E00014858,517156.566,161477.923
E00014909,519935.551,169188.381
E00014859,520000.116,170777.62
E00014718,519308.53,167849.548
E00014799,518763.402,169888.04
E00014719,519610.487,167891.788
E00014798,518338.189,169830.906
E00015046,518253.067,168079.099
E00015136,518585.759,165388.349
E00015047,518510.274,168063.317
E00015137,518197.199,165272.906
E00015044,518663.85,167913.41
E00015134,519036.264,165500.347
E00174874,518268.815,169685.715
E00015045,518964.401,167995.41
E00015135,519149.413,165586.131
E00174879,518034.419,169639.176
E00015042,517706.385,167650.814
E00015132,518344.946,165678.165
E00174870,518868.727,167899.866
E00015043,518801.678,168125.46
E00015133,518595.928,165556.361
E00174873,518171.034,169628.085
E00015130,518071.05,165516.672
E00015041,518193.37,167738.085
E00015131,519077.22,165562.03
E00014956,519196.768,169390.213
E00014866,521824.417,169679.752
E00015048,518780.095,167946.107
E00014957,518701.173,169535.277
E00014867,519644.078,169533.081
E00015138,517479.095,171420.831
E00015049,518452.638,167924.022
E00015139,518241.094,170389.259
E00014955,518895.69,169451.376
E00014865,519719.356,169741.42
E00014952,519954.569,168901.997
E00014862,520983.307,171932.893
E00014953,519906.039,168766.868
E00014863,520995.763,171644.925
E00014950,519782.47,169142.458
E00014676,520209.465,165993.012
E00014860,519653.119,169925.898
E00014726,518656.565,167470.623
E00014951,518786.196,168957.911
E00014677,520124.774,166361.945
E00014861,521248.906,169881.177
E00014727,518440.587,167429.09
E00014724,518758.275,167621.764
E00014725,518894.026,167559.097
E00014675,519563.791,166806.062
E00014722,519087.487,167679.946
E00014723,518991.308,167305.327
E00014720,519401.766,167712.822
E00014721,519768.779,167773.516
E00014958,519036.754,169440.139
E00014868,519569.124,169556.685
E00014959,519299.257,169231.54
E00014869,521231.713,171969.84
E00014728,518407.293,167329.905
E00014678,519975.699,166557.378
E00014729,519463.342,167404.33
E00014679,520283.343,166778.267
E00015146,517921.015,171199.223
E00015147,518330.479,171063.839
E00015144,517632.356,171272.826
E00015145,518409.761,171182.644
E00015142,518304.015,171388.272
E00015143,518828.82,171276.776
E00015140,518095.315,171311.22
E00015141,517746.54,171415.883
E00014966,518825.959,169197.175
E00014967,519622.99,169158.336
E00015148,518957.537,171102.013
E00014964,518961.582,169189.431
E00015149,517916.461,170854.426
E00014965,519567.359,169065.561
E00014962,519238.207,169146.53
E00014963,519240.904,169230.081
E00014776,518622.732,169688.995
E00015016,521340.33,167410.49
E00014960,518691.452,169238.224
E00015097,518624.655,165874.197
E00014777,518439.655,169627.334
E00015017,522127.032,167012.336
E00014961,519497.572,169355.594
E00015096,518950.65,165995.686
E00014774,518782.883,169731.579
E00015014,522159.896,167410.18
E00015095,518442.744,166114.535
E00014775,518468.458,169877.882
E00015015,521744.081,167151.882
E00015094,518865.726,166124.038
E00014772,519284.585,169791.336
E00015012,521445.878,167295.46
E00015093,518692.112,166045.895
E00014773,518960.696,169751.076
E00015013,521021.078,167315.268
E00015092,518595.886,166087.912
E00014770,519358.114,169831.568
E00015091,517907.376,166165.234
E00014771,519114.728,169697.221
E00015011,521167.619,167950.853
E00015090,518112.407,165891.145
E00014968,519132.181,169114.849
E00014969,519182.092,169075.512
E00014836,518687.017,163946.488
E00014778,518940.275,170388.1
E00015018,521872.358,166988.705
E00014837,519196.407,164133.027
E00015099,518245.402,165923.206
E00014779,518867.418,170445.068
E00015019,521200.187,168064.841
E00014834,518921.181,164281.829
E00015098,518921.267,165870.358
E00014835,518903.854,164046.35
E00014832,518240.702,163427.235
E00014833,518022.367,163404.439
E00014687,520118.643,166086.018
E00014830,519199.394,163623.365
E00014686,519984.453,165941.828
E00014831,517804.433,163616.343
E00014685,519885.41,166112.264
E00014684,520451.197,166255.348
E00014683,520602.961,166265.73
E00014682,520323.616,166375.003
E00014681,519768.256,166430.322
E00014680,519525.178,166376.214
E00014839,518465.816,164020.965
E00014689,519719.318,166149.07
E00014688,520333.065,166106.867
E00015026,521533.387,167827.659
E00015027,521733.564,167759.631
E00015024,521948.824,167976.893
E00015114,518693.591,164882.224
E00015025,520602.232,167554.228
E00015115,518457.803,164915.884
E00015022,521237.524,167881.176
E00015112,518591.845,165145.382
E00015023,520552.508,167875.855
E00015113,518264.829,165049.072
E00015020,521872.828,167970.056
E00015110,518372.993,165094.773
E00015021,521647.089,168027.351
E00015111,518811.779,165107.247
E00014846,519286.103,163769.961
E00014936,518524.827,168425.124
E00014847,518803.849,163808.248
E00015028,520488.999,167755.575
E00014937,518621.434,168407.721
E00015118,519628.653,165808.506
E00014844,519027.445,163705.821
E00015029,521106.765,167672.844
E00014934,518369.301,168362.842
E00015119,519160.404,166082.966
E00014845,517753.668,163884.014
E00014935,518750.955,168427.406
E00014842,518140.85,163878.517
E00014932,518098.921,168631.596
E00014843,517505.248,163900.937
E00014933,518259.214,168509.236
E00014840,517406.086,163752.928
E00014787,518645.381,170202.925
E00014930,517876.769,168801.959
E00014841,517608.441,163840.988
E00014707,518712.214,166900.999
E00014931,518647.873,168591.426
E00014704,518309.266,167306.349
E00014785,518934.581,170251.119
E00014784,519132.728,170288.936
E00014702,518699.609,167405.294
E00014783,518474.796,170315.721
E00014703,519238.048,167223.376
E00014782,519204.469,170233.186
E00014700,519949.214,166756.441
E00014781,518641.324,170484.136
E00014701,519685.426,166701.125
E00014780,518463.928,170487.555
E00014848,518206.239,163545.987
E00014938,518139.368,168266.739
E00014849,518889.46,163751.007
E00014939,517976.18,168405.693
E00014708,519550.035,167591.418
E00014789,519034.331,170110.112
E00014709,518751.134,167538.287
E00014788,518604.263,170042.802
E00015076,518365.047,166777.601
E00015126,519355.57,165418.581
E00015077,518513.854,166851.368
E00015127,518759.125,165687.428
E00015074,517747.147,166877.092
E00015124,518383.364,165804.655
E00174872,517450.449,167382.632
E00015075,518070.842,166779.881
E00015125,518639.388,165696.851
E00174876,518837.966,167811.968
E00015072,518296.044,166963.777
E00015122,518155.809,165659.001
E00174866,521061.868,171291.747
E00015073,518187.473,166868.141
E00015123,519464.316,165779.526
E00015070,519052.859,166114.586
E00015120,519327.04,166136.557
E00174867,520855.919,171433.845
E00015071,518347.676,166012.525
E00015121,519252.713,165812.024
E00174877,517296.153,167362.903
E00174878,518019.368,169915.265
E00174869,517789.435,169143.403
E00014946,517811.561,167714.913
E00174871,518007.529,169690.107
E00014947,517687.997,167776.292
E00015078,517872.841,166856.222
E00015128,519342.685,165616.231
E00014944,517934.184,167828.601
E00015079,517743.928,166743.414
E00015129,518292.815,165559.21
E00014945,517734.423,167904.47
E00014942,518005.223,168074.956
E00014943,517920.34,167946.845
E00014756,521866.585,168713.585
E00014940,517949.416,168176.279
E00014757,521646.665,168469.791
E00014941,517809.014,168034.817
E00014754,521397.182,168878.604
E00014755,521465.248,168604.219
E00014752,521390.161,169152.499
E00014753,521548.963,168891.941
E00014750,520360.305,168009.17
E00014751,520790.737,167939.514
E00014948,518494.774,169470.534
E00014949,517906.4,169491.958
E00014816,517678.084,164623.562
E00014897,521214.053,168658.602
E00014758,521599.567,168560.093
E00014817,518657.173,164275.019
E00014896,520622.252,168614.694
E00014759,520065.433,168459.348
E00014814,517930.274,164809.558
E00014895,521168.193,168737.93
E00014815,517430.041,164521.777
E00014894,520968.199,168788.176
E00014812,518189.284,164695.032
E00014893,520492.688,169525.615
E00014813,518377.218,164782.071
E00014892,520840.572,168631.399
E00014810,518527.156,164184.628
E00014891,520228.572,169017.264
E00014811,517627.006,164774.008
E00014890,521065.512,169004.69
E00014818,518400.285,164505.215
E00014899,520743.213,168537.253
E00014819,517643.224,164471.626
E00014898,521018.176,168621.493
E00015006,521348.602,166341.95
E00015087,519081.762,166413.169
E00014767,520126.156,168373.452
E00015007,521708.863,166339.084
E00015101,518051.91,167138.564
E00014876,520449.864,170709.648
E00014926,518225.525,168894.635
E00014877,520611.739,170102.125
E00015058,518126.091,167575.791
E00014927,518420.986,168837.648
E00015108,518449.154,165452.038
E00014874,520241.22,171290.674
E00015059,517662.112,167573.727
E00014924,518247.833,169056.606
E00015109,518627.791,164950.343
E00014875,519766.231,170629.277
E00014872,521365.69,172059.034
E00014873,519851.911,170695.173
E00014923,518479.231,169300.149
E00014870,521129.375,171714.372
E00014736,519313.804,167049.08
E00014920,518668.378,168889.025
E00014737,519020.806,167023.848
E00014921,518177.954,168725.732
E00014734,519492.373,167098.765
E00014735,518747.605,167117.035
E00014732,518717.36,167200.457
E00014733,518556.914,167140.557
E00014730,518624.374,167266.43
E00014731,518802.499,167310.546
E00014878,519879.982,170459.297
E00014928,518565.628,168974.041
E00014879,519558.95,170496.994
E00014929,518506.99,168662.9
E00014738,520294.625,168200.772
E00014739,521675.157,168229.534
E00015066,517731.783,167282.057
E00015156,518439.497,170706.848
E00015067,517877.477,167243.202
E00015157,519088.784,170596.632
E00015154,518799.44,170829.357
E00015065,517842.111,167387.092
E00015155,518981.608,170853.22
E00015062,517925.431,167501.603
E00015152,518179.204,171025.482
E00015063,517869.748,167338.502
E00015153,518534.927,170997.123
E00015060,518225.716,167484.435
E00015150,518810.094,171015.927
E00015061,517664.856,167421.095
E00015151,518355.108,170801.545
E00014976,518898.41,169012.18
E00015068,517639.821,167121.403
E00014977,518855.177,168855.737
E00015158,518059.408,170586.448
E00015069,518424.983,168196.72
E00014974,519326.809,169036.484
E00015159,518233.106,170596.977
E00014975,519207.097,168940.909
E00014972,519031.34,169095.882
E00014973,519829.596,168969.296
E00014746,520983.284,168339.367
E00014970,519280.66,168998.279
E00014747,520322.786,168109.924
E00014971,519446.402,168897.64
E00014744,521363.394,168155.052
E00014745,521181.394,168160.235
E00014742,520761.626,168237.565
E00014743,520546.372,168064.657
E00014740,521992.344,168281.37
E00014741,519955.523,168311.419
E00014978,520065.684,168768.125
E00014979,519644.519,168895.176
E00014887,519666.935,170085.53
E00014748,520681.017,168122.396
E00014807,517501.85,164343.719
E00014886,519419.71,170073.676
E00014749,520936.955,168139.099
E00014804,518578.796,164581.235
E00014885,519580.21,170212.524
E00014805,518920.78,164425.544
E00014884,519502.277,170266.05
E00014883,519717.839,170301.191
E00014803,518156.41,164953.524
E00014882,519469.916,170347.922
E00014697,519826.253,166959.362
E00014800,517893.004,169880.612
E00014881,521492.423,170243.99
E00014696,519909.058,167267.989
E00014801,519372.495,164380.685
E00014880,519761.027,170518.125
E00014695,520209.757,167149.826
E00014694,519607.697,167028.793
E00014693,520054.866,167431.931
E00014692,519864.184,167551.165
E00014691,519909.146,165798.669
E00014690,520060.056,165797.626
E00014889,520491.356,169024.651
E00014809,518118.176,164100.897
E00014888,520219.864,169858.571
E00014699,520363.328,166579.898
E00014698,520136.269,166923.309
E00015164,517547.688,171564.377
E00015165,518074.461,171491.679
E00015162,518265.234,170246.637
E00015163,518246.079,170130.923
E00015161,518052.225,170315.663
E00015036,517513.93,167111.499
E00015037,518900.258,168221.52
E00015034,521917.937,167295.268
E00015035,517534.897,167480.657
E00015032,521721.526,167620.048
E00015033,521265.253,167561.126
E00015030,520747.274,167248.304
E00015031,520883.049,167704.979
E00014906,519708.353,169486.911
E00014987,521510.156,165939.411
E00014856,517642.215,163307.928
E00015038,518605.085,168161.65
E00014907,520591.027,169278.157
E00014986,521975.541,166054.08
E00014857,517558.154,163457.616
E00015039,518233.303,167970.513
E00014904,520329.58,169251.639
E00014985,521212.483,166167.584
E00014905,520950.918,169453.44
E00014984,521505.175,166128.908
E00014855,518482.007,163357.629
E00014902,520258.431,169524.602
E00014983,521783.959,166137.325
E00014852,518652.489,163444.843
E00014903,519945.702,169543.141
E00014982,520934.794,166474.508
E00014853,518277.232,163333.27
E00014716,518924.487,166518.544
E00014797,519096.223,169891.896
E00014900,520767.953,169543.425
E00014981,522110.161,166348.683
E00014850,517437.037,163406.375
E00014717,519797.284,167994.007
E00014796,518844.943,169852.093
E00014901,520884.327,169815.658
E00014980,521112.711,166961.026
E00014851,518656.588,163711.542
E00014988,522424.524,166850.856
E00014954,519249,169501.817
E00015010,521707.989,167938.652
E00014838,519305.903,164110.329
E00015116,519121.882,165280.476
E00015117,519520.486,165971.3
E00014706,518999.502,167144.114
E00014786,518432.169,170190.775
E00014705,518867.098,167149.148
E00174868,517838.282,168875.002
E00014766,520272.896,168430.52
E00014827,519259.709,164311.401
E00015009,522207.8,166920.854
E00014922,517847.384,168509.938
E00014871,521169.001,171351.053
E00014806,517649.187,164280.241
E00014802,517501.942,164176.712
E00014808,518194.997,164243.748
E00015160,518073.019,170115.074
E00014854,518353.393,163319.493
E00015277,529262,174113
E00171542,530561,178679
E00171526,529862,176840
E00015943,530050,173962
E00015399,531038,176276
E00171534,530811,179861
E00171538,530283,178010
E00015681,530565,178893
E00015629,531129,177707
E00171521,530596,176061
E00015993,532478.784,172531.451
E00015992,531702.815,172529.387
E00015910,530351.386,172384.068
E00015991,532597.107,172584.581
E00015911,531128.044,172461.592
E00015990,531721.37,172678.612
E00015918,530886.342,172273.05
E00015999,531923.595,173761.838
E00015919,530378.042,172268.571
E00015776,530061.511,176534.917
E00015777,530395.953,176586.879
E00015774,530271.345,176625.32
E00015775,530822.96,176454.035
E00015772,530145.887,176786.931
E00015773,530585.693,176583.36
E00015770,530620.918,176828.39
E00015771,530242.283,176725.136
E00016076,531439.036,177154.289
E00016077,531829.234,177089.672
E00016074,531287.725,177201.607
E00016075,531483.732,177035.198
E00016072,531602.413,177253.241
E00015778,530382.862,176461.074
E00016073,531208.817,177147.934
E00015779,530325.865,176533.818
E00016070,531280.377,176447.723
E00016071,531465.355,177253.211
E00015726,529885.641,170875.713
E00015727,530102.363,170904.632
E00015724,529838.664,171045.113
E00015722,529668.833,171148.851
E00016078,531679.074,177136.323
E00015723,529657.844,170992.121
E00016079,531078.163,177121.043
E00015720,529569.976,171169.085
E00015721,529717.769,171383.611
E00016026,530787.133,173819.351
E00016027,530958.936,173955.248
E00016025,530659.24,174116.776
E00016022,530863.348,174308.523
E00015728,530020.482,170878.25
E00016023,530781.081,173958.69
E00015729,529833.287,170730.59
E00016020,530993.802,173504.064
E00016021,530951.025,174552.197
E00015716,530112.309,171530.305
E00015797,529895.629,176989.479
E00015717,529649.256,171535.311
E00015796,530525.092,177098.09
E00015714,529891.267,171307.514
E00015795,529984.22,177272.802
E00015715,529842.033,171314.556
E00015794,530698.101,177186.718
E00015712,529810.368,172569.217
E00015793,529795.523,177037.817
E00016028,531292.996,173776.94
E00015713,529990.352,172345.54
E00015792,530662.719,177064.314
E00016029,531100.653,173802.341
E00015710,529932.264,170963.68
E00015791,530637.183,177250.351
E00015711,529703.247,170750.355
E00015790,530538.797,177231.263
E00016016,532016.138,172987.811
E00016097,531020.283,176717.152
E00016017,531612.243,173065.933
E00016096,531654.057,176799.621
E00016014,532476.754,173143.957
E00016095,531321.615,176979.096
E00016015,531689.098,173143.8
E00016094,531750.975,176862.043
E00016012,531569.403,173245.095
E00016093,531008.897,176854.715
E00015718,530015.572,171484.228
E00015799,530171.4,177012.732
E00016013,531711.733,173290.949
E00016092,530977.164,176927.918
E00015719,529780.5,171340.316
E00015798,530128.909,177110.78
E00016010,532328.735,173028.051
E00016091,531938.287,176836.064
E00016011,531823.829,173191.707
E00016090,531113.413,176853.528
E00016018,531876.828,172911.407
E00016099,531456.134,176661.858
E00016019,532503.138,172834.727
E00016098,531242.935,176877.551
E00165807,531487.045,179819.242
