OA11CD,easting,northing
E00001696,546435.026,174294.064
E00001801,551448.319,177020.585
E00001880,547555.214,172309.143
E00001614,549864.908,175826.456
E00001695,548107.697,174211.394
E00001615,550446.937,175766.786
E00001694,546039.786,174064.12
E00001612,549441.195,175504.284
E00001693,545460.907,174321.014
E00001613,550637.474,175462.382
E00001610,550254.213,175949.841
E00001691,546098.981,174360.425
E00001611,550079.231,175874.848
E00001690,545594.336,174434.703
E00001808,551215.365,176582.011
E00001889,546663.944,171388.336
E00001888,547181.689,171150.725
E00001618,549875.53,175301.865
E00001699,546621.435,173735.15
E00001619,550344.129,175526.739
E00001698,547153.986,173795.83
E00002166,550166.927,177382.554
E00002164,550090.96,177492.777
E00002162,549234.637,177419.539
E00002163,549085.07,177336.128
E00002160,549720.199,177641.712
E00002161,549423.546,177444.283
E00002168,550426.126,177253.333
E00002169,550119.755,177288.685
E00002036,546168.927,175976.94
E00002037,546372.182,175932.128
E00002034,546087.18,174674.438
E00002035,545606.662,174707.777
E00002032,545843.3,174726.117
E00002033,545486.676,174773.7
E00002030,545464.194,175056.232
E00002031,546059.958,174976.278
E00001856,551932.526,174337.462
E00001987,550063.384,178933.728
E00001857,551697.213,174108.257
E00001986,550426.309,178821.454
E00002038,547921.665,178078.703
E00001904,546869.831,175551.259
E00001854,551765.875,174358.397
E00001985,550225.258,178899.795
E00002039,548443.532,177822.053
E00001905,548108.403,175460.534
E00001855,551868.144,174171.095
E00001984,550129.912,179038.664
E00001902,547713.834,172608.691
E00001983,550509.434,177670.132
E00001852,552041.332,174406.517
E00001903,547281.858,172528.843
E00001982,551002.248,177666.729
E00001853,551613.467,174222.972
E00001716,547906.487,174142.412
E00001797,550836.784,176565.624
E00001900,547596.279,172687.546
E00001981,551599.943,177697.121
E00001626,548630.427,178015.274
E00002216,547548.147,176344.448
E00002297,547968.581,179560.936
E00001717,547555.983,174177.964
E00001796,550563.944,176846.191
E00001901,547887.404,172593.695
E00001980,551295.777,177705.833
E00001627,549257.399,178940.94
E00001851,552221.268,174531.934
E00002217,547090.621,176294.453
E00002296,547913.575,179743.361
E00001714,546234.711,174179.462
E00001795,548907.102,175962.324
E00001624,550784.193,175150.581
E00002214,547509.509,176512.877
E00002295,547693.944,179961.244
E00001715,548400.639,174162.145
E00001794,548606.487,175924.735
E00001625,549457.75,178309.666
E00002215,546925.9,176352.562
E00002294,547720.238,180748.349
E00001712,548806.105,174235.086
E00001793,549216.176,176020.805
E00001622,549760.246,175433.102
E00002293,547540.4,180729.501
E00001713,548604.988,174153.682
E00001792,549501.057,174425.835
E00001623,549512.805,175321.352
E00002213,546753.03,176449.13
E00002292,547388.555,180805.528
E00001710,546630.783,174204.233
E00001791,549793.99,174547.342
E00001620,549811.748,175631.235
E00002210,547674.192,176654.643
E00002291,547812.943,180879.7
E00001711,546544.112,174227.094
E00001790,548679.898,174498.259
E00001621,549639.065,175379.919
E00002211,547011.31,176721.564
E00002290,547637.746,180926.93
E00001908,548022.085,175659.19
E00001858,551904.988,176040.234
E00001989,550540.289,178612.794
E00001909,547360.361,175759.77
E00001988,550327.698,178881.366
E00001718,547381.857,173832.785
E00001799,551278.896,177023.882
E00002218,547264.736,176266.757
E00002299,548178.927,179507.002
E00001719,547727.54,174075.179
E00001798,550261.476,176635.525
E00001629,549095.516,178350.287
E00002298,547495.056,179715.028
E00002046,548009.401,179032.106
E00002136,551451.297,176259.913
E00002047,547614.23,178929.827
E00002137,551872.788,176254.126
E00002044,548412.26,179076.293
E00002134,551728.07,176331.221
E00002135,551984.368,176443.45
E00002042,547605.507,179357.52
E00002132,552358.531,176631.918
E00002043,547676.808,179217.348
E00002133,551459.949,176440.983
E00002040,547872.041,179452.969
E00002130,551657.001,176994.024
E00002041,547409.426,179502.194
E00002131,551762.201,176702.562
E00001956,545550.166,176546.592
E00001866,552442.678,175324.014
E00001957,546210.378,176445.33
E00002138,552003.791,176322.679
E00001954,545279.634,176306.232
E00001864,552181.094,175512.779
E00002049,548349.699,178979.953
E00002139,551775.499,177782.801
E00001955,544995.077,176165.007
E00001865,552391.766,175458.339
E00001952,545310.362,176181.836
E00001862,552230.346,175684.636
E00001953,546517.902,176633.424
E00001863,551546.794,175834.557
E00001726,548304.604,173964.163
E00001950,546302.158,176638.636
E00001676,545234.143,173491.552
E00001860,552044.703,176000.655
E00002226,547199.991,177460.876
E00001727,546853.142,173758.815
E00001951,545444.155,176655.505
E00001677,545426.094,173409.91
E00001861,552052.242,175892.765
E00002227,547566.969,177336.255
E00001724,546656.85,173948.313
E00001674,545753.988,173886.353
E00002224,547398.649,177396.225
E00001725,547993.608,173867.899
E00001675,545373.565,173616.843
E00002225,547309.147,177571.322
E00001722,546402.964,174068.167
E00001672,545790.648,174280.731
E00002222,546836.477,176094.489
E00001723,546116.623,173866.419
E00001673,545809.656,173619.062
E00001720,546999.677,174120.312
E00001670,545274.597,173891.592
E00002220,546888.863,176189.479
E00001721,547246.009,174018.095
E00001671,545188.347,174344.477
E00002221,547429.007,176156.715
E00001958,545744.205,176465.569
E00001868,547090.585,170944.918
E00001959,546526.804,176423.206
E00001869,548202.66,170679.387
E00001728,548177.786,177107.938
E00001678,545651.769,173364.973
E00001729,548380.703,176161.282
E00001679,545452.087,173221.351
E00002229,547097.53,177148.763
E00165791,546549.29,177180.517
E00002147,548891.682,176913.778
E00002144,549664.856,177133.248
E00002145,549805.923,177048.104
E00002142,551988.242,177555.923
E00002143,550416.27,177461.007
E00002140,551715.256,177626.235
E00002141,551839.438,177632.9
E00001966,545997.319,176197.521
E00002148,550060.26,176918.056
E00001964,545567.667,176287.844
E00002149,549552.607,177117.58
E00001965,546392.227,176212.323
E00001962,546145.66,176273.452
E00001597,550581.337,175080.785
E00001776,548813.673,175141.657
E00001960,545932.18,176412.186
E00002016,545152.208,175533.476
E00002097,545120.821,172491.092
E00002276,547425.196,179857.571
E00001596,549842.264,174896.664
E00001777,548352.248,175010.105
E00001961,545746.52,176261.477
E00002017,545346.157,175399.166
E00002096,546110.863,172500.049
E00001595,550373.371,175127.134
E00001774,548962.721,174999.756
E00002014,546362.914,175667.036
E00002095,544708.369,172538.204
E00001594,550056.734,175216.93
E00001775,548227.416,175175.566
E00002015,545837.045,175550.838
E00002094,544980.781,172634.522
E00002275,547727.566,179883.053
E00001593,550214.097,175143.007
E00001772,548274.296,175521.953
E00002012,545483.051,175564.541
E00002093,544612.705,172658.678
E00002272,546252.498,172784.692
E00001592,550459.135,175978.814
E00001773,548364.233,175299.805
E00002013,546060.109,175548.425
E00002092,545417.318,172604.151
E00002273,545825.341,173127.471
E00001591,550207.217,174834.852
E00001770,549303.786,175406.075
E00002010,546158.938,175794.188
E00002091,544953.113,172758.6
E00002270,546193.342,173349.695
E00001771,549111.352,175395.402
E00002011,545692.81,175521.012
E00002090,544504.383,172821.557
E00002271,547215.784,173135.853
E00001968,545551.183,176009.394
E00001969,544849.661,176026.968
E00001836,552494.351,175200.61
E00001837,552263.287,175217.678
E00001599,550512.901,174741.292
E00001778,548648.598,175045.098
E00002018,546034.656,175331.75
E00002099,544460.295,172505.724
E00001834,551442.582,174057.56
E00001598,550294.741,174979.552
E00001779,548084.529,174937.383
E00002019,544880.086,175368.304
E00002098,545783.345,172489.73
E00002279,547423.152,180619.145
E00001835,551609.702,175219.238
E00001832,552059.349,175333.979
E00001833,551863.675,175188.697
E00001830,550929.4,177111.226
E00001831,551662.799,175751.136
E00001607,551293.131,176035.164
E00001686,545215.22,174718.089
E00001604,551012.117,176099.07
E00001685,545344.602,174833.893
E00001605,551478.658,176084.152
E00001684,544679.412,173019.062
E00001602,549668.465,176084.513
E00001683,544799.825,173114.227
E00001603,549544.111,175904.646
E00001682,544986.006,173223.889
E00001600,550500.68,174633.515
E00001681,545131.573,173163.896
E00001601,550324.979,176139.227
E00001680,545057.12,173515.71
E00001838,551971.623,175083.958
E00001839,551390.803,175216.069
E00001608,550872.571,176049.673
E00001689,545944.086,174443.638
E00001609,549950.983,176058.893
E00001688,545491.979,174579.368
E00002026,546309.395,175032.781
E00002116,552444.262,177138.495
E00002197,547448.155,173143.227
E00002027,545889.251,175098.08
E00002024,545163.215,175194.134
E00002114,551906.477,177339.135
E00002195,547982.802,173300.193
E00002025,546298.036,175183.827
E00002115,552711.725,177371.225
E00002194,548287.367,173349.973
E00002022,544773.019,175283.611
E00002112,551946.1,177484.012
E00002193,547494.492,173332.211
E00002023,546144.921,175236.363
E00002113,551745.215,177318.073
E00002192,548702.678,173314.156
E00002020,545700.745,175282.714
E00002110,552725.92,176956.682
E00002191,549103.894,173397.813
E00002021,545434.958,175202.095
E00002111,552657.788,177477.879
E00002190,549725.935,173354.928
E00001936,547828.542,175878.644
E00001846,551189.808,174883.577
E00001937,547544.762,175674.78
E00002028,545732.942,175016.136
E00002118,551988.375,177688.947
E00002199,548422.669,173115.732
E00001934,547168.798,175834.417
E00001844,552328.123,175038.97
E00002029,545252.366,175011.408
E00002119,551701.554,177195.48
E00002198,547866.791,173157.001
E00001935,546915.446,175685.796
E00001845,550920.905,174769.029
E00001932,547832.126,175965.516
E00001842,552079.982,174615.188
E00001933,548130.49,175811.524
E00001843,551058.964,175115.081
E00001706,546493.164,174507.173
E00001930,547010.778,175930.048
E00001656,548534.023,178188.142
E00001840,551748.568,175009.317
E00002206,549496.428,173937.165
E00002287,547573.547,181070.431
E00001707,546806.081,174450.788
E00001786,549217.394,174747.751
E00001931,547347.466,175944.24
E00001657,549345.492,178013.471
E00001841,551627.96,175048.404
E00002207,548903.11,174010.419
E00002286,547981.194,181209.82
E00001704,547129.33,174411.495
E00001785,549190.769,174973.842
E00001654,548485.156,178319.925
E00002204,549597.321,174045.413
E00002285,547776.052,181108.156
E00001705,546289.599,174393.573
E00001784,548485.772,174976.09
E00001655,549508.449,178168.295
E00002205,549244.552,173993.676
E00002284,547484.798,181128.697
E00001702,547051.849,173615.921
E00001783,548811.076,174829.29
E00001652,548875.935,178392.645
E00002202,548022.589,173009.554
E00002283,547362.321,181270.267
E00001703,547239.05,173565.066
E00001782,549404.011,174951.302
E00001653,549288.686,178565.583
E00002203,550474.525,172510.909
E00002282,547476.166,181313.906
E00001700,547604.866,173793.665
E00001781,548216.493,174869.753
E00001650,548805.412,178580.74
E00002200,550636.445,172778.56
E00002281,548059.955,179199.598
E00001701,546308.638,173694.665
E00001780,548667.609,174882.06
E00001651,549428.634,178467.695
E00002201,547712.653,173040.69
E00002280,547605.299,179838.408
E00001938,545264.655,175777.494
E00001848,551482.564,174814.773
E00001939,544925.466,175783.208
E00001849,551221.604,174710.622
E00001708,546711.809,174208.285
E00001789,548030.864,174576.535
E00001658,548879.124,178173.221
E00002208,547378.239,176453.689
E00002289,547359.857,180952.384
E00001709,547303.944,174159.541
E00001788,548422.986,174494.173
E00001659,549021.422,178108.555
E00002209,547440.924,177189.594
E00002288,547934.866,181057.774
E00166762,551240.798,173966.363
E00002076,545559.757,172656.639
E00002126,551636.08,176618.28
E00002077,545401.145,172274.289
E00002127,552312.863,176804.28
E00002074,545947.843,171554.824
E00002124,552538.515,176903.328
E00002075,546054.986,171478.734
E00002125,552285.42,176426.884
E00002072,547870.79,179198.412
E00002122,552033.852,176911.641
E00002073,545550.044,171821.23
E00002123,552388.097,176873.552
E00002070,547719.707,179512.934
E00002120,552598.592,177122.562
E00002071,547568.062,179501.06
E00002121,551792.593,177106.924
E00001946,545488.316,176823.932
E00001947,546499.642,176781.121
E00002078,545839.483,172216.852
E00002128,552520.723,176760.044
E00001944,545748.196,176908.544
E00002079,545496.052,172032.052
E00002129,551971.158,176777.047
E00001945,545659.068,176828.73
E00001943,546430.882,176867.637
E00001756,548447.159,176438.242
E00001940,545379.136,175754.407
E00001666,545541.427,173794.344
E00002256,547017.334,172217.516
E00002306,548548.897,179299.465
E00001757,548596.976,176341.043
E00001941,544920.353,175602.885
E00001667,545190.354,173717.128
E00002257,546459.407,172346.79
E00002307,548305.535,179249.846
E00001754,548000.708,176310.063
E00001664,545781.879,174508.388
E00002254,546814.072,172120.982
E00002304,548033.924,179350.619
E00001755,549412.552,176427.181
E00001665,545585.519,174174.633
E00002255,546700.293,172343.108
E00001752,547819.671,176313.129
E00001662,545606.799,173678.279
E00002252,546320.758,172444.353
E00002302,547976.592,179447.137
E00001753,548236.782,176411.715
E00001663,544916.089,173346.477
E00002253,547031.368,172463.257
E00002303,548233.04,179423.065
E00001750,548527.892,176579.243
E00001660,548799.319,178032.562
E00002250,546781.605,172728.045
E00002300,548054.693,179561.921
E00001751,549412.77,176276.44
E00001661,549160.212,178029.825
E00002251,546420.074,172690.231
E00002301,548376.588,179369.823
E00001948,546652.021,176815.122
E00001949,545675.35,176617.619
E00001816,550991.015,176384.682
E00001897,546994.181,170535.386
E00001758,548830.482,176233.34
E00001668,545482.928,174029.258
E00001817,550120.031,176293.046
E00001896,547983.538,170803.863
E00002258,546577.957,172222.119
E00002308,548777.163,179278.134
E00001759,549067.126,176228.515
E00001669,545379.63,173855.108
E00001814,551385.103,176688.505
E00001895,547745.149,170866.408
E00002259,546236.543,171928.141
E00001815,550118.633,176481.15
E00001894,548197.771,170998.339
E00001812,550799.564,176427.5
E00001893,548241.284,171167.427
E00001813,551288.053,176415.619
E00001892,548322.4,171229.344
E00001810,550662.339,176427.219
E00001891,546775.565,171247.376
E00001811,550469.744,176377.395
E00001890,547976.284,171138.874
E00001818,551188.131,176255.622
E00001899,548079.118,172806.592
E00001819,550885.594,177427.309
E00001898,547115.802,170631.711
E00002176,550329.697,173375.532
E00002174,550137.89,177205.997
E00002175,548438.158,173326.561
E00002172,549378.412,177224.274
E00002173,548578.523,177127.226
E00002170,548828.364,177303.574
E00002171,549929.741,177399.688
E00002178,548994.932,173769.447
E00002179,548406.335,173537.355
E00001766,548384.202,175705.682
E00002006,545510.529,175335.64
E00002087,545351.791,171783.777
E00002266,546566.09,171709.136
E00001767,548621.774,175612.944
E00002007,546029.297,174865.769
E00002086,545821.645,171733.056
E00002267,546729.687,171505.757
E00001764,548436.681,175841.239
E00002004,551039.073,177907.064
E00002085,545666.758,171457.594
E00002264,546462.932,171865.199
E00001765,549192.829,175743.699
E00002005,550769.782,177879.825
E00002084,546017.005,171807.904
E00002265,546728.175,171766.241
E00001762,549516.883,174597.565
E00002002,549972.357,177981.541
E00002083,546041.515,171976.211
E00002262,546373.17,172225.782
E00001763,549068.938,174478.359
E00002003,551434.077,178069.616
E00002082,545370.099,171940.765
E00002263,546280.615,171663.431
E00001760,548186.72,176175.796
E00002000,550307.424,178296.434
E00002081,545222.345,171958.944
E00002260,546473.502,172084.722
E00001761,548046.729,174704.824
E00002001,551067.226,178350.029
E00002080,545710.946,171966.457
E00002261,546904.239,171820.261
E00001826,551316.287,177174.155
E00001916,547858.134,175612.929
E00001997,551141.167,178219.99
E00001827,551409.389,177164.505
E00001768,548526.574,175490.707
E00001917,547952.98,175462.602
E00001996,550023.867,178368.745
E00002008,545930.064,175752.567
E00002089,545921.932,171353.249
E00002268,545926.009,173484.641
E00001824,551083.712,177398.999
E00001769,548332.679,175621.53
E00001914,546268.487,175450.087
E00001995,549894.039,178301.111
E00002009,545754.618,175807.542
E00002088,546646.66,171036.1
E00002269,546385.397,173407.521
E00001825,550874.901,177165.78
E00001915,546711.476,175576.78
E00001994,550765.029,178430.447
E00001822,551488.734,177373.547
E00001912,547700.808,175314.32
E00001993,550565.664,178383.326
E00001823,550734.327,177212.238
E00001913,547479.175,175756.841
E00001992,550447.968,178426.281
E00001636,548658.286,179080.933
E00001820,550659.896,177460.37
E00001910,547195.241,175707.712
E00001991,550714.31,178665.55
E00001637,548824.965,179104.294
E00001821,551288.96,177301.708
E00001911,546463.781,175523.541
E00001990,549703.736,178542.933
E00001634,549479.503,179435.738
E00001635,549409.781,179321.634
E00001632,549720.943,179500.97
E00001633,549614.796,179237.323
E00001630,548787.748,177868.248
E00001631,549003.176,177890.424
E00001828,551517.873,177257.852
E00001918,546573.22,175394.271
E00001829,551112.776,176977.824
E00001998,550160.212,178300.5
E00001638,549120.139,179029.407
E00001639,549211.855,179062.09
E00166770,550949.22,178441.982
E00166769,551275.008,178215.364
E00002189,548691.671,173515.281
E00001925,546463.634,174720.056
E00001733,548300.296,177149.41
E00166767,551607.203,177869.184
E00001978,550280.563,177785.927
E00001697,546456.781,173775.584
E00001692,545274.49,174416.757
E00001809,550669.57,176323.11
E00002167,549808.133,177375.123
E00002165,548956.663,177186.478
E00001906,547968.511,175238.467
E00001907,546662.625,175800.224
E00002212,546863.522,176783.575
E00001859,551638.704,175919.386
E00001628,548874.118,178684.068
E00002219,547516.766,176206.575
E00002045,547650.639,179010.271
E00001867,547200.821,170969.282
E00002048,547508.746,179157.117
E00002223,547177,176132.557
E00002228,547076.46,177319.965
E00002146,548671.39,177054.065
E00001967,545798.374,176049.48
E00001963,546601.84,176399.085
E00002277,547419.427,179942.044
E00002274,545279.985,173074.578
E00001606,550470.817,175651.897
E00001687,545125.506,174897.836
E00002117,552862.375,177231.24
E00002196,550256.024,173146.127
E00001847,551348.681,174991.741
E00001787,549483.584,174840.132
E00002305,548677.838,179287.799
E00002309,547933.916,179223.188
E00002177,549576.015,173811.461
E00001919,546808.084,174644.992
E00174556,518971,185672
E00174693,518981,185747
E00002736,523612,185689
E00002673,525243,183060
E00003087,522812.015,184877.738
E00003007,520553.539,187278.409
E00003086,522708.463,184883.71
E00003004,521140.984,187603.925
E00003085,522490.912,184940.858
E00003005,520761.899,187398.322
E00003084,522765.569,184970.593
E00003002,521028.891,187461.741
E00002708,524186.634,185194.353
E00002789,518507.044,186288.886
E00003003,520247.52,187532.582
E00003082,522353.139,184991.629
E00002709,523295.236,185163.199
E00002788,518701.712,186188.17
E00003000,518995.468,186109.384
E00003081,522188.858,184981.778
E00003001,520693.095,186711.199
E00003080,522427.858,185038.924
E00003008,520317.453,187295.306
E00003089,522952.519,184889.163
E00003009,520405.43,187136.454
E00003088,522543.677,184683.33
E00174721,518451.202,184966.448
E00174728,518309.821,184854.945
E00174682,518288.943,184713.14
E00174695,516195.907,187857.755
E00174698,520254.665,189542.524
E00174701,517118.008,185754.761
E00174727,518460.948,184884.172
E00174684,517874.289,185411.265
E00174723,517648.636,183736.122
E00174700,516461.836,188128.788
E00002467,522177.236,185421.314
E00002464,522914.055,185359.522
E00002462,522363.852,185469.659
E00002463,522641.505,185450.527
E00002460,521928.673,185600.829
E00002461,521609.085,185608.282
E00002468,521736.418,185130.648
E00002469,522701.672,185328.259
E00002456,521716.463,185428.536
E00002457,521574.474,185123.319
E00002846,523795.099,183159.408
E00002454,521824.771,186198.001
E00002847,523975.534,183157.773
E00002455,523026.011,186179.164
E00002844,523912.377,183298.657
E00002452,523190.352,186320.627
E00002845,523610.163,183177.182
E00002453,522920.961,186290.115
E00002842,523263.695,183172.1
E00002450,522682.283,185911.799
E00002843,523456.379,183237.101
E00002451,522639.374,186177.672
E00002840,524506.494,183275.576
E00002841,523194.794,183350.458
E00002458,521776.62,185870.929
E00002459,521716.372,185739.731
E00002848,524081.355,183102.481
E00002849,519129.925,188940.457
E00002406,523795.542,184687.846
E00002487,521695.899,184546.994
E00002407,524276.945,184598.081
E00002486,521650.947,184600.636
E00002836,523335.365,183422.933
E00002485,521632.148,184680.72
E00002837,523700.291,183287.369
E00002405,523274.742,183498.582
E00002484,521834.962,184928.283
E00002834,524421.102,183410.032
E00002402,523135.214,183522.815
E00002483,521421.317,184946.632
E00002835,523354.867,183295.986
E00002403,523246.273,183724.246
E00002482,522731.259,185065.862
E00002832,523533.467,183408.143
E00002400,523052.19,183718.563
E00002481,522862.942,185147.243
E00002833,524395.494,183582.856
E00002401,523369.807,183748.886
E00002480,522372.027,185177.069
E00002830,523657.277,183532.944
E00002831,524701.793,183503.215
E00003106,523332.733,184666.348
E00003107,522311.053,184641.849
E00003104,523438.713,184763.755
E00003105,523195.282,184621.898
E00003102,522281.375,184750.138
E00002408,524510.881,184587.792
E00002489,521500.092,186264.576
E00003103,523023.933,184753.421
E00002409,524558.778,184538.856
E00002488,521357.299,186421.905
E00003100,522631.757,184732.537
E00002838,523946.371,183445.075
E00003101,523287.942,184767.938
E00002839,524705.496,183392.713
E00003108,522595.81,184545.201
E00003109,522797.4,184522.8
E00002646,525035.158,183969.715
E00002647,524737.061,183859.892
E00002644,524990.349,183963.524
E00002676,525326,182918
E00002678,525149,182831
E00002660,525273,183362
E00002674,525401,183065
E00002679,525225,182824
E00174553,518120.302,186313.56
E00174733,519841.548,186354.765
E00174712,521450.802,183514.213
E00174686,525302.873,183668.367
E00174702,520815.702,183724.67
E00174691,520589.694,183720.467
E00174689,522440.195,184192.267
E00174706,521410.471,183713.374
E00174736,519968.643,186376.86
E00174724,517842.935,183586.117
E00174735,517810.018,185418.964
E00174714,522825.139,182845.802
E00174705,518056.525,183318.636
E00174688,522466.422,184028.662
E00174710,521636.649,183378.286
E00174708,521578.49,183591.013
E00002476,521535.907,184869.212
E00002477,523078.374,185052.927
E00002866,520422.343,189601.894
E00002867,519957.774,189655.892
E00002475,522054.401,185258.954
E00002472,522143.48,185312.574
E00002865,519752.693,189715.738
E00002473,522380.074,185318.792
E00002862,519503.168,189739.297
E00002470,522056.878,185485.734
E00002863,519101.721,189646.323
E00002471,521614.503,185387.227
E00002478,523191.572,185090.498
E00002479,522666.872,185225.371
E00002868,519833.093,189542.647
E00002869,519531.998,189460.054
E00002426,522099.097,186752.189
E00002424,522333.102,186150.616
E00002856,519821.283,190015.48
E00002425,522488.808,186875.191
E00002857,520136.792,189970.703
E00002854,519536.86,190037.866
E00002423,522500.822,186331.681
E00002855,519444.796,189880.797
E00002420,524503.021,184387.153
E00002852,520106.114,190162.503
E00002421,524330.936,184291.32
E00002850,520199.859,190316.546
E00002851,519973.088,190219.767
E00002428,521873.938,186791.967
E00002429,522487.571,186755.643
E00002858,519106.714,189831.723
E00002859,519888.336,189777.829
E00002416,524687.675,184495.184
E00002497,520555.06,189031.783
E00002417,523270.419,184500.192
E00002496,520879.98,188994.888
E00002414,523801.286,184538.321
E00002495,521485.667,185701.372
E00002806,518358.373,187119.448
E00002887,520497.931,185081.532
E00002415,523895.731,184350.333
E00002494,521654.45,185963.176
E00002807,524820.332,183365.071
E00002886,520885.46,183574.011
E00002412,523699.475,184516.933
E00002493,521623.761,186086.559
E00002804,517595.09,187152.231
E00002413,523010.569,184503.478
E00002492,521403.531,186095.259
E00002805,517422.067,187169.777
E00002410,524005.122,184448.953
E00002491,521315.909,185991.864
E00002802,518094.202,187216.385
E00002883,520703.498,183871.039
E00002411,524054.265,184338.647
E00002490,521340.527,186225.157
E00002803,517910.29,187314.5
E00002882,519310.786,188844.584
E00002800,517377.698,187449.373
E00002881,519536.561,188966.865
E00002801,517731.342,187408.327
E00002880,519341.384,189035.087
E00002418,522868.162,184418.421
E00002499,521050.582,188863.825
E00002419,523192.738,184318.737
E00002498,520110.588,188730.224
E00002808,524548.773,183108.146
E00002809,523536.353,183079.673
E00002888,520854.327,184970.969
E00002666,524786.966,183102.82
E00002667,525130.955,183178.219
E00002664,525197.106,183297.828
E00002665,525041.465,183234.834
E00002662,525047.235,183426.133
E00002663,525447.525,183371.921
E00002661,525357.104,183427.439
E00002668,525100.067,182797.182
E00002669,524911.615,183142.907
E00002654,525092.604,183768.688
E00002655,524879.982,183658.658
E00002652,524836.716,183726.998
E00002653,525141.369,183685.02
E00002650,525217.686,183764.75
E00002651,524987.871,183784.282
E00002658,525010.879,183614.53
E00002659,525267.019,183532.073
E00002606,523070.577,183022.63
E00002687,524921.568,184188.736
E00002607,518134.973,187659.624
E00002686,524825.545,184153.48
E00002604,522321.53,183085.737
E00002685,524501.656,184132.232
E00002605,522872.581,182952.364
E00002684,524712.626,184227.874
E00002602,522710.054,183206.56
E00002683,524679.48,184335.884
E00002603,521773.377,183089.023
E00002682,525168.985,182584.29
E00002600,522758.286,183104.32
E00002601,521949.167,183061.839
E00002680,525280.007,182796.007
E00002608,518709.64,188551.797
E00002689,524997.455,184084.428
E00002609,518108.055,188328.63
E00002688,524637.623,184079.381
E00002346,518492.934,187818.034
E00002347,518524.953,187424.168
E00002345,518764.726,187784.65
E00002342,518662.781,183920.997
E00002343,517708.63,183879.04
E00002340,518441.619,183924.346
E00002341,519064.219,184054.68
E00002348,518322.157,187580.984
E00002349,518732.114,187883.851
E00002336,518299.94,184170.495
E00002337,519154.101,184032.528
E00002334,517605.386,184117.317
E00002335,518782.945,184310.361
E00002332,518271.19,184365.372
E00002333,518404.909,184326.163
E00002330,517271.589,184537.5
E00002331,518553.943,184403.06
E00002338,518937.681,184176.221
E00002339,519281.434,183971.426
E00002576,523110.652,182908.089
E00002577,521925.461,183683.078
E00002966,515669.137,185500.932
E00002967,517257.827,185485.804
E00002575,523138.18,182810.748
E00002964,516508.18,185468.863
E00002572,522691.12,182932.938
E00002965,515863.529,185506.709
E00002573,522943.099,182895.033
E00002962,517382.636,185575.613
E00002570,521613.882,184084.814
E00002963,515652.827,185592.675
E00002571,523035.911,182888.693
E00002960,515999.451,185746.743
E00002961,516278.014,185592.506
E00002578,522507.095,183610.767
E00002579,521842.757,183576.183
E00002969,519548.746,184825
E00002526,521108.593,189155.77
E00002527,520321.316,189137.42
E00002956,517380.283,185683.921
E00002524,520502.491,187755.538
E00002957,515864.384,185850.985
E00002525,520764.988,189127.327
E00002954,517423.085,186065.552
E00002522,520332.804,187798.43
E00002955,516639.238,185703.935
E00002523,520179.761,187804.944
E00002520,520512.967,188173.426
E00002521,520369.043,188061.935
E00002950,517429.638,184755.273
E00002951,517689.013,185913.404
E00002528,520484.385,189165.775
E00002529,521053.126,189075.538
E00174722,518996.063,185750.204
E00002958,516115.381,185634.542
E00174725,520540.757,184086.388
E00002959,517647.026,185562.539
E00002516,520299.317,188401.136
E00002597,522970.318,183197.576
E00002517,520364.649,188255.012
E00002596,522460.944,183065.159
E00002514,520603.257,188562.532
E00002595,522531.272,183249.34
E00002906,520287.881,185014.99
E00002987,519207.02,184786.065
E00002515,519555.945,188388.149
E00002594,521991.478,183293.452
E00174551,518919.682,185745.977
E00002907,521071.39,184616.458
E00002986,519773.341,184990.007
E00002512,520315.669,188621.153
E00002593,522973.738,183283.064
E00002904,520565.881,184949.545
E00002985,519334.071,185052.719
E00002513,520464.349,188649.524
E00002592,522451.767,183334.14
E00002905,520841.478,185074.668
E00002984,519062.383,185179.436
E00002510,520078.279,188612.414
E00002591,522187.321,183208.571
E00002983,519576.818,185110.742
E00002511,520850.167,188639.548
E00002903,520964.837,184982.207
E00002982,519387.3,185194.707
E00002900,520509.208,185211.652
E00002981,520033.693,185008.59
E00002901,521061.773,184978.37
E00002980,520011.811,185168.332
E00002599,522991.967,183126.201
E00002519,520768.924,188247.327
E00002598,522228.576,183302.068
E00002908,520385.776,184923.399
E00002909,520221.931,184796.381
E00002988,519944.429,184908.248
E00002766,516883.341,186481.576
E00002767,516756.523,186291.2
E00002764,516443.394,186369.883
E00002765,517468.119,186471.055
E00002762,516567.599,186210.162
E00002763,517546.669,186416.183
E00002760,516014.991,186526.528
E00002761,517300.19,186633.01
E00003064,517801.316,185526.373
E00003065,518056.64,185466.067
E00003062,518034.08,184191.866
E00002768,517349.995,186435.16
E00003063,517789.742,185684.212
E00002769,517655.169,186797.397
E00003060,518019.903,184329.756
E00003061,517998.816,184066.665
E00002756,517147.223,186875.448
E00002757,516655.796,186650.854
E00002754,516729.843,186899.325
E00002755,517025.328,186727.817
E00002752,516918.952,186995.951
E00003068,517957.304,185196.065
E00002753,516265.415,186738.292
E00003069,522192.731,184506.333
E00002751,516604.145,186828.696
E00003056,518012.84,184510.044
E00003057,517868.025,184560.02
E00003054,517615.474,184603.951
E00003052,518203.391,184943.454
E00002758,517065.06,186620.592
