startid,endid,edist,footdistkm,bikedistkm,cardistkm
E00009168,E00009154,0.38652928763812994,0.473029,0.473029,0.472853
E00176218,E00008830,0.3874257610601049,0.499698,0.547018,0.794212
E00176244,E00008891,0.3880472863402124,0.427651,0.523901,1.749228
E00176329,E00008887,0.3927951935563934,0.545856,0.6250789999999999,0.625101
E00008615,E00009219,0.3932492848054248,0.505122,0.605103,1.580789
E00009219,E00008615,0.3932492848054248,0.505122,0.616272,1.481466
E00008615,E00176326,0.3951018216826368,0.5047320000000001,0.5047320000000001,0.8057960000000001
E00176244,E00008879,0.39510610688777364,0.451248,0.472432,0.7052609999999999
E00176227,E00009190,0.3952287223900169,0.466843,0.46272,0.46272
E00009219,E00009207,0.3957693240185074,0.797226,1.156344,1.195145
E00176329,E00008884,0.3961671583120054,0.46677199999999996,0.888241,0.929655
E00009168,E00009174,0.4010018409496399,0.557547,0.557547,0.567434
E00009219,E00009191,0.40199013992512994,0.693712,1.05283,1.0916320000000002
E00008615,E00009191,0.40296134876308265,0.708985,0.708985,0.785197
E00176244,E00008890,0.4032241616769207,0.50729899999999994,0.603549,1.828876
E00008892,E00008877,0.4047634551413956,0.460647,0.460647,0.460681
E00008938,E00008930,0.4056115592547072,0.6130099999999999,0.6130099999999999,1.4420050000000002
E00008615,E00008937,0.4071335040757624,0.5774980000000001,0.6550819999999999,0.655475
E00176227,E00008907,0.4076071782549983,0.651673,0.675155,1.014016
E00176227,E00008928,0.4076122655514647,0.538355,0.661126,1.14243
E00176231,E00008939,0.4076433020336814,0.5868410000000001,0.5868410000000001,1.415834
E00176329,E00008885,0.40865627349402506,0.587628,0.692082,1.045339
E00008615,E00009216,0.4111282329845531,0.5738759999999999,0.785526,1.305319
E00176227,E00008937,0.4128204405561087,0.6699189999999999,0.7233719999999999,1.0580289999999999
E00008615,E00008623,0.41661453846216806,0.682304,0.7589130000000001,0.723622
E00176231,E00009205,0.41929066651667796,0.610777,0.640211,1.497242
E00176218,E00008709,0.4195274133415096,0.621778,0.62801,0.6217699999999999
E00176231,E00008926,0.42028422482408784,0.566087,0.566087,1.443583
E00176218,E00008831,0.4204121009794833,0.536636,0.654067,0.783391
E00008938,E00008939,0.4211386917548158,0.621049,0.706729,1.535725
E00176231,E00009192,0.4214035863848367,0.576181,0.6056159999999999,1.4621110000000002
E00176329,E00008894,0.42209921812891915,0.5878089999999999,0.638312,0.776134
E00176231,E00009190,0.4234588870268906,0.557345,0.560365,0.755529
E00008615,E00009209,0.42470676809295543,0.5674009999999999,0.575577,1.496606
E00176218,E00176288,0.42491263843051114,0.591523,0.625341,0.549129
E00176218,E00176289,0.42496902356050037,0.588149,0.5909800000000001,1.098732
E00176244,E00008866,0.42598655333233565,0.533008,0.545952,1.4702
E00008892,E00008871,0.4261153867041269,0.601918,0.614862,1.765714
E00008938,E00008919,0.4267775571841287,0.5417179999999999,0.5417179999999999,2.880031
E00008615,E00008907,0.42721865334385817,0.6516430000000001,0.890993,0.767831
E00176218,E00176321,0.4281467509919929,0.630145,0.630145,1.2560319999999998
E00176218,E00009068,0.4288620490751881,0.6831900000000001,0.6831900000000001,0.683142
E00008892,E00008903,0.42973840282306397,0.646903,0.668087,1.680554
E00176244,E00008903,0.43039995220835336,0.516575,0.537759,1.55049
E00008938,E00009191,0.43253040886971217,0.662577,0.6609349999999999,1.8859670000000002
E00176227,E00008930,0.43620426064056655,0.671354,0.69457,1.029306
E00009168,E00176268,0.43697550774614297,0.7266520000000001,1.000816,1.000648
E00009219,E00176336,0.4410926738827346,0.589376,0.936905,1.37566
E00008938,E00008928,0.44381884933838406,0.579566,0.579566,1.555129
E00176218,E00008686,0.44687610991071886,0.7547119999999999,0.7521019999999999,0.7521019999999999
E00008615,E00008611,0.4484591803642563,0.636633,0.636633,0.636633
E00176231,E00008920,0.4486076118703432,0.651679,0.651679,2.8407220000000004
E00009219,E00009187,0.4488956823361014,0.510134,0.554695,0.87036
E00008892,E00008866,0.4493497742515614,0.663335,0.676279,1.600263
E00009168,E00009215,0.45198041346059126,0.730681,1.099886,1.4541169999999999
E00176329,E00008883,0.45356228771029916,0.62197,0.68372,0.683256
E00008615,E00008625,0.45394236787619546,0.665182,0.7417910000000001,0.962157
E00009168,E00176286,0.4558706723852543,0.6204339999999999,0.787866,0.787394
E00176329,E00008901,0.4577695853767766,0.573542,0.740895,0.683782
E00176329,E00008890,0.4580096205976276,0.50962,0.7707999999999999,0.963985
E00009168,E00009151,0.4585800714041181,0.681593,0.759212,0.65397400000000006
E00009219,E00009223,0.4592168833143496,0.531669,0.8032619999999999,0.799961
E00176218,E00008723,0.45948845579634584,0.624206,0.624206,1.432067
E00176227,E00008920,0.46046887129100084,0.628251,0.853128,2.547913
E00009168,E00176285,0.46073492004511696,0.742861,1.140979,1.524667
E00176244,E00008886,0.46126568082396174,0.553688,0.7211219999999999,1.9513150000000001
E00008892,E00008879,0.46261683032503575,0.5815750000000001,0.602759,0.835324
E00008615,E00009199,0.4634029942512823,0.6457609999999999,0.637962,1.089366
E00008892,E00008896,0.46418134327004934,0.738435,0.759619,1.860198
E00176329,E00008880,0.4654528289075027,0.613904,0.6240979999999999,0.6058640000000001
E00176218,E00176259,0.46575141234141526,0.656254,0.656543,1.583026
E00176218,E00009047,0.4687207515280114,0.597238,0.597238,0.5626570000000001
E00008615,E00009192,0.4698707552274248,0.778113,0.845149,0.778648
E00176218,E00009070,0.4712405539053136,0.670156,0.670156,0.6701079999999999
E00008892,E00008887,0.4722607924452515,0.7727229999999999,0.868973,1.620055
E00176231,E00008923,0.47337771126441214,0.574673,0.574673,2.71054
E00176218,E00009049,0.4737674289743169,0.59761,0.59761,0.59761
E00008615,E00008621,0.4758799990933395,0.732376,0.724536,0.978366
E00176329,E00008898,0.480146920007908,0.6271420000000001,0.626533,0.626572
E00176329,E00008870,0.480928923756951,0.567481,0.728726,0.728733
E00176227,E00008918,0.4826662542377928,0.615591,0.840468,2.684522
E00009219,E00009200,0.4871748613598989,0.5393049999999999,0.5393049999999999,0.535997
E00176231,E00008918,0.4886500107233805,0.639019,0.639019,2.977331
E00176231,E00008641,0.48989372202758247,0.754865,0.754865,1.778687
E00008615,E00008636,0.49195081549377184,0.917421,0.5334650000000001,0.533466
E00008615,E00009201,0.4927034221648472,0.6696369999999999,0.7917179999999999,1.593807
E00176329,E00008889,0.49354542859802303,0.665661,0.856749,1.120491
E00176244,E00008896,0.4938839453151233,0.608108,0.6292920000000001,1.730135
E00009168,E00009148,0.4945127186686306,0.6872999999999999,0.805106,0.99846
E00176227,E00009192,0.49564596297962066,0.687578,0.685936,1.1693030000000002
E00176227,E00008926,0.4968963208114741,0.644765,0.767536,1.150775
E00176329,E00176244,0.49737812577553697,0.672369,0.7980069999999999,1.378897
E00176244,E00176329,0.49737812577553697,0.672369,0.687787,1.574577
E00008615,E00008930,0.49807050806182745,0.7065119999999999,0.730752,0.7065119999999999
E00009219,E00009205,0.4989329364032842,0.7638780000000001,1.122996,1.161797
E00176329,E00008893,0.5022206310537541,0.713895,0.776832,0.799572
E00176218,E00009072,0.5028361053315108,0.648557,0.648557,0.648507
E00176218,E00176247,0.5036394436747362,0.65652,0.7508579999999999,0.832238
E00176218,E00176322,0.504382324228447,0.863235,0.7018479999999999,1.559892
E00008938,E00008926,0.504818967191247,0.685976,0.685976,1.563474
E00009219,E00009192,0.5064670024967572,0.829876,1.1889939999999999,1.227795
E00008938,E00009207,0.5071215592281426,0.689126,0.687484,1.8148279999999999
E00008938,E00008641,0.5076780346657686,0.77234100000000006,0.874754,1.8985779999999999
E00176218,E00009066,0.5077590872253986,0.798735,0.790036,0.8037430000000001
E00176227,E00008939,0.5095607124699698,0.7650739999999999,0.7882899999999999,1.123026
E00009219,E00008622,0.5099952820888664,0.637347,0.8514489999999999,0.6678419999999999
E00176227,E00008923,0.5108392266867442,0.653064,0.776122,2.417732
E00176244,E00008887,0.5123358762384873,0.642396,0.7386459999999999,1.489992
E00008892,E00008902,0.513225655131258,0.718721,0.7399049999999999,1.535671
E00176227,E00009205,0.5145198723353634,0.722173,0.7205309999999999,1.204433
E00008615,E00008628,0.5151147513681679,0.739923,0.816532,1.4285750000000002
E00008615,E00009200,0.5160246443156555,0.656427,0.6486280000000001,1.100032
E00176231,E00009191,0.5163901108629015,0.782458,0.8118920000000001,1.766077
E00176329,E00176275,0.5175010755022939,0.7076910000000001,0.7832859999999999,0.7552300000000001
E00176244,E00008902,0.517782260303455,0.588394,0.609578,1.405608
E00176244,E00176283,0.5178981272026948,0.6711889999999999,0.69557,0.897598
E00176244,E00176263,0.5186644631744143,0.66601,0.7191649999999999,0.8348110000000001
E00008615,E00009207,0.5190851681891908,0.812499,0.812499,0.933601
E00009168,E00009172,0.5192507116683106,0.800452,0.826606,0.837467
E00176231,E00008611,0.520009998416296,0.648057,0.648057,1.959338
E00176218,E00176324,0.5217564406694007,0.571911,0.571911,0.571911
E00176218,E00176279,0.5220785044741804,0.679986,0.7725380000000001,1.357675
E00176218,E00176325,0.522743822249502,0.665849,0.684631,0.6846380000000001
E00176329,E00008878,0.5238471528270888,0.678754,0.678754,0.6787580000000001
E00176218,E00008754,0.5256013015832409,0.6703790000000001,0.6703790000000001,1.49746
E00008615,E00009215,0.5259476154067353,0.6235080000000001,0.757386,1.52562
E00009168,E00009199,0.5269438291516695,0.81796,1.092124,1.091955
E00176218,E00008705,0.5295640735321765,0.816173,0.816173,0.816172
E00176231,E00008916,0.5318867255685257,0.720591,0.720591,2.8384169999999997
E00176244,E00008864,0.5321451926701143,0.666361,0.687545,1.372841
E00176218,E00176221,0.5323655399300198,0.738294,0.884358,0.7279479999999999
E00176329,E00008869,0.5343772330188794,0.6370779999999999,0.6370779999999999,0.637084
E00176218,E00008773,0.5347942817018516,0.685036,0.6824260000000001,0.6824260000000001
E00176329,E00176243,0.5358239131150747,0.71957,0.845209,1.425835
E00009219,E00009188,0.5359410546711011,0.628529,1.0791959999999998,1.3295329999999999
E00008615,E00176268,0.5360494738081824,0.684578,0.843198,1.294602
E00176329,E00008892,0.5363021536409691,0.8026960000000001,0.928334,1.50896
E00008892,E00176329,0.5363021536409691,0.8026960000000001,0.818114,1.7046400000000002
E00008892,E00176234,0.537340809291404,0.802449,0.9766119999999999,2.494279
E00008615,E00008906,0.5379993777328879,0.7571559999999999,0.7571559999999999,0.757691
E00009168,E00009216,0.5389911984040222,0.7588619999999999,1.42837,1.233816
E00008615,E00008620,0.5395263059250137,0.692135,0.735038,0.787106
E00176244,E00008875,0.5421350871442955,0.813303,0.834487,1.519784
E00008892,E00008864,0.5424787701669656,0.796688,0.8178719999999999,1.502905
E00176244,E00008865,0.5443171232075779,0.7546430000000001,0.775827,1.461124
E00008615,E00009221,0.5456756117740652,0.659972,0.782053,1.6482860000000001
E00176218,E00176302,0.5458638311025825,0.766,0.7609880000000001,1.007923
E00008938,E00009194,0.5473951391901433,0.959761,0.958119,1.532613
E00176218,E00008724,0.5486634934620892,0.707763,0.775635,1.763086
E00176329,E00008886,0.5489610790447534,0.6277039999999999,0.888884,1.086424
E00008615,E00008610,0.5490856177583532,0.744564,0.90866,0.947759
E00176227,E00008916,0.550891144270809,0.697163,0.92204,2.545609
E00009168,E00176334,0.5523021306387047,0.723555,0.940746,0.940576
E00009168,E00009200,0.5551520958629489,0.7838809999999999,1.0580450000000001,1.057877
E00176218,E00008772,0.5573790046502924,0.7149869999999999,0.7123769999999999,0.7123769999999999
E00009219,E00009194,0.5590441149042102,0.9776849999999999,1.6018189999999999,1.364752
E00009168,E00009222,0.5593930615273655,0.6499199999999999,1.186912,1.683829
E00008938,E00176326,0.5614809057278984,0.811736,0.8100940000000001,2.096732
E00008892,E00176263,0.562134888936774,0.796337,0.8494919999999999,0.964875
E00008615,E00009210,0.5621460737601469,0.7385130000000001,1.005678,1.3051110000000001
E00009219,E00009204,0.5627606360879334,0.77343,0.801215,1.1309760000000002
E00176218,E00009057,0.5641951946285921,0.6862290000000001,0.6862290000000001,0.686319
E00176231,E00008634,0.5647547094739327,0.771595,1.107203,2.339127
E00008892,E00008865,0.5654685832271548,0.88497,0.906154,1.591187
E00009219,E00176335,0.5659329081878445,0.6882469999999999,0.878769,1.215258
E00009168,E00009221,0.5661022251192647,0.7373419999999999,1.34603,1.478834
E00008615,E00176285,0.5661894864345219,0.696783,0.830661,1.59617
E00008615,E00008613,0.5662516040436341,0.756035,0.98199,0.860479
E00008615,E00009217,0.567352305620628,0.7323010000000001,0.7445700000000001,1.445143
E00008938,E00008920,0.5679927934649053,0.771568,0.771568,2.9606120000000002
E00008892,E00008895,0.5710911944338992,0.851165,1.040726,1.560741
E00176231,E00008642,0.5726224422260398,0.950744,1.08301,1.929269
E00008892,E00008875,0.5731064968336225,0.94363,0.964814,1.649847
E00009168,E00009153,0.573966209137828,0.721657,1.1002550000000002,0.877133
E00008892,E00176283,0.5743109664284776,0.801516,0.8258970000000001,1.0276610000000002
E00176218,E00008706,0.5750129044786393,0.845555,0.845555,0.845554
E00009168,E00009183,0.5753037839828864,0.718145,1.060132,1.275007
E00008938,E00008611,0.5765060471954925,0.767946,0.767946,2.0792289999999998
E00176329,E00176245,0.5796693511555129,0.8505119999999999,0.918136,1.4532349999999998
E00009219,E00008625,0.582077458207205,0.7252390000000001,0.735111,0.980897
E00008938,E00008923,0.5861001702115295,0.694561,0.694561,2.830431
E00176218,E00009060,0.5867570461885244,0.753867,0.772704,0.733307
E00176218,E00009045,0.5868274408852756,0.886345,0.886345,0.886274
E00176329,E00008868,0.5878150827097807,0.649371,0.649371,0.649375
E00176329,E00008897,0.589425720922537,0.9432240000000001,0.942615,0.942643
E00008938,E00009195,0.5894540858150178,0.926581,0.950485,1.3854179999999998
E00176218,E00009075,0.5897051611992213,0.741118,0.741118,0.9050560000000001
E00008938,E00008642,0.5897230106931254,0.830863,0.829221,2.049159
E00008615,E00008926,0.5903573169157365,0.827981,0.852221,0.827981
E00009168,E00009167,0.5910196161017806,0.802033,0.879652,0.828718
E00176218,E00009052,0.5910708368038352,0.939882,0.939882,0.939834
E00176227,E00008641,0.5912116142990115,0.933098,0.956314,1.485879
E00176231,E00008913,0.5936411288210576,0.718999,0.718999,3.0573110000000003
E00176244,E00008895,0.5939747640767165,0.720838,0.910399,1.4306780000000001
E00009168,E00009161,0.594203733950767,0.914942,0.994165,0.973595
E00176227,E00009191,0.5956263934690934,0.893854,0.892212,1.473268
E00176329,E00008867,0.5958006683531288,0.745066,0.744458,0.744487
E00176244,E00176281,0.5961255548288581,0.8474389999999999,0.846635,0.9484349999999999
E00176218,E00008839,0.597385761662415,0.823067,0.9431069999999999,1.0244929999999999
E00176227,E00008913,0.5981936123262439,0.695571,0.9204479999999999,2.764502
E00176218,E00008704,0.6009392972880058,0.909949,0.909949,0.909948
