oa11cd,num_500m,num_1km,mindist
E00005623,0,0,1
E00005624,0,0,1
E00005625,0,0,1
E00005626,0,0,1
E00005627,0,0,1
E00005628,0,0,1
E00005629,0,0,1
E00005630,0,0,1
E00005631,0,0,1
E00005632,0,0,1
E00005633,0,0,1
E00005634,0,0,1
E00005635,0,0,1
E00005636,0,0,1
E00005637,0,0,1
E00005638,0,0,1
E00005639,0,0,1
E00005640,0,0,1
E00005641,0,0,1
E00005642,0,0,1
E00005643,0,0,1
E00005644,0,0,1
E00005645,0,0,1
E00005646,0,0,1
E00005647,0,0,1
E00005648,0,0,1
E00005649,0,0,1
E00005650,0,0,1
E00005651,0,0,1
E00005652,0,0,1
E00005653,0,0,1
E00005654,0,0,1
E00005655,3,6,.087417997
E00005656,1,3,.032910999
E00005657,1,4,.335388
E00005658,1,5,.40467
E00005659,0,3,.50639498
E00005660,2,4,.36493501
E00005661,3,5,.16729601
E00005662,1,6,.38984901
E00005663,1,6,.45073399
E00005664,2,8,.279585
E00005665,3,5,.290066
E00005666,2,8,.41159499
E00005667,1,4,.360618
E00005668,1,6,.48479101
E00005669,3,4,.478205
E00005670,1,7,.41979101
E00005671,3,6,.116189
E00005672,0,6,.50609398
E00005673,3,3,.28604099
E00005674,2,4,.001577
E00005675,3,4,.24028701
E00005676,3,4,.15395799
E00005677,3,6,.328583
E00005678,3,5,.161798
E00005679,2,5,.27732301
E00005680,1,7,.40800801
E00005681,3,4,.29761899
E00005682,1,3,.37996
E00005683,0,3,.66124201
E00005684,1,3,.227633
E00005685,1,3,.47717699
E00005686,1,4,.40426901
E00005687,2,4,.076944999
E00005688,2,4,.104798
E00005689,2,4,.27184901
E00005690,3,5,.215606
E00005691,1,5,.36933199
E00005692,2,5,.33451599
E00005693,2,4,.47029001
E00005694,3,6,.117704
E00005695,2,6,.149455
E00005696,1,5,.43355301
E00005697,3,5,.142992
E00005698,3,5,.187525
E00005699,0,7,.51356
E00005700,2,7,.36056301
E00005701,0,2,.75343698
E00005702,3,6,.089326002
E00005703,3,5,.22363301
E00005704,2,7,.384927
E00005705,0,2,.619403
E00005706,1,5,.44008899
E00005707,1,6,.46952301
E00005708,1,7,.352608
E00005709,1,7,.46208999
E00005710,0,4,.64685601
E00005711,1,4,.3662
E00005712,1,3,.31162301
E00005713,0,0,1
E00005714,0,0,1
E00005715,0,2,.939726
E00005716,0,2,.95237797
E00005718,0,0,1
E00005719,0,0,1
E00005720,0,1,.62469399
E00005721,0,0,1
E00005722,0,0,1
E00005723,0,0,1
E00005724,0,0,1
E00005725,0,0,1
E00005726,0,0,1
E00005727,0,0,1
E00005728,0,0,1
E00005729,0,0,1
E00005730,0,0,1
E00005731,0,0,1
E00005732,0,0,1
E00005733,0,0,1
E00005734,0,0,1
E00005735,0,0,1
E00005736,2,4,.46748999
E00005737,0,0,1
E00005738,0,0,1
E00005739,0,0,1
E00005740,0,3,.60832399
E00005741,0,0,1
E00005742,0,0,1
E00005743,0,3,.650069
E00005744,0,0,1
E00005745,0,0,1
E00005746,0,0,1
E00005747,0,2,.73403102
E00005748,0,0,1
E00005749,0,2,.93935102
E00005751,0,0,1
E00005752,0,0,1
E00005753,0,1,.997904
E00005754,0,0,1
E00005755,0,0,1
E00005756,0,0,1
E00005757,0,1,.96328902
E00005758,0,0,1
E00005759,1,2,.47211
E00005760,0,0,1
E00005761,0,4,.588507
E00005762,0,0,1
E00005763,0,0,1
E00005764,0,0,1
E00005765,0,0,1
E00005766,0,0,1
E00005767,0,0,1
E00005768,0,0,1
E00005769,0,1,.77254701
E00005770,0,2,.52936298
E00005771,0,0,1
E00005772,0,2,.59297597
E00005773,0,0,1
E00005774,1,2,.42695099
E00005775,1,2,.460859
E00005776,0,1,.93679398
E00005777,0,0,1
E00005778,0,1,.75295198
E00005779,0,0,1
E00005780,0,0,1
E00005781,0,2,.91513097
E00005782,0,0,1
E00005783,0,0,1
E00005784,0,0,1
E00005785,0,0,1
E00005786,0,0,1
E00005787,0,0,1
E00005788,0,3,.72771299
E00005789,0,0,1
E00005790,0,0,1
E00005791,0,0,1
E00005792,0,0,1
E00005793,0,0,1
E00005794,0,0,1
E00005795,0,4,.69412202
E00005796,0,4,.67003602
E00005797,0,0,1
E00005798,0,0,1
E00005799,0,2,.85288
E00005800,0,0,1
E00005801,0,0,1
E00005802,0,0,1
E00005803,0,0,1
E00005804,0,0,1
E00005805,0,0,1
E00005806,0,0,1
E00005807,0,0,1
E00005808,0,1,.62699002
E00005809,0,0,1
E00005810,0,0,1
E00005811,0,0,1
E00005812,0,0,1
E00005813,0,0,1
E00005814,0,0,1
E00005816,0,0,1
E00005817,0,0,1
E00005818,0,0,1
E00005819,0,0,1
E00005820,0,0,1
E00005821,0,0,1
E00005822,0,0,1
E00005823,0,0,1
E00005824,0,0,1
E00005825,0,0,1
E00005826,0,0,1
E00005827,0,0,1
E00005828,0,0,1
E00005829,0,0,1
E00005830,0,0,1
E00005831,0,0,1
E00005832,0,0,1
E00005833,0,0,1
E00005834,0,0,1
E00005835,0,0,1
E00005836,0,0,1
E00005837,0,0,1
E00005838,0,0,1
E00005839,0,0,1
E00005840,0,0,1
E00005841,0,0,1
E00005842,0,0,1
E00005843,0,0,1
E00005844,0,0,1
E00005845,0,0,1
E00005846,0,0,1
E00005848,0,0,1
E00005849,0,2,.81130302
E00005850,0,0,1
E00005851,0,0,1
E00005852,0,0,1
E00005853,0,0,1
E00005854,0,0,1
E00005855,0,0,1
E00005856,0,0,1
E00005857,0,0,1
E00005858,0,0,1
E00005859,0,0,1
E00005860,0,0,1
E00005861,0,0,1
E00005862,0,0,1
E00005863,0,1,.97171003
E00005864,0,1,.88570899
E00005865,0,1,.90845102
E00005866,0,1,.57136703
E00005867,0,0,1
E00005868,0,2,.51413202
E00005869,1,2,.256475
E00005871,0,0,1
E00005872,0,1,.98688501
E00005873,0,0,1
E00005874,1,2,.27296701
E00005875,0,1,.71246201
E00005876,1,1,.43869901
E00005877,1,2,.187013
E00005878,1,2,.26865801
E00005879,0,1,.71521902
E00005880,0,0,1
E00005881,0,0,1
E00005882,0,0,1
E00005883,0,0,1
E00005884,0,0,1
E00005885,0,0,1
E00005886,0,0,1
E00005887,0,0,1
E00005888,0,0,1
E00005889,0,0,1
E00005890,0,0,1
E00005891,0,0,1
E00005892,0,0,1
E00005893,0,0,1
E00005894,0,0,1
E00005895,0,0,1
E00005896,0,0,1
E00005897,0,0,1
E00005898,0,1,.97316402
E00005899,0,2,.89247698
E00005900,0,1,.95791298
E00005901,0,2,.82177299
E00005902,0,2,.61633301
E00005903,0,0,1
E00005904,0,2,.65563601
E00005905,0,1,.56416702
E00005906,0,2,.807827
E00005907,0,1,.76195699
E00005908,0,1,.54523998
E00005909,0,2,.70273399
E00005910,0,1,.536699
E00005911,2,2,.40398601
E00005912,2,2,.060895
E00005913,0,4,.55819601
E00005914,0,3,.844253
E00005915,0,2,.87938702
E00005916,0,1,.84318101
E00005917,0,2,.77726197
E00005918,0,3,.88992399
E00005919,0,2,.66943002
E00005920,0,2,.63373101
E00005921,0,2,.77137101
E00005922,0,3,.772219
E00005923,0,2,.68848097
E00005924,0,2,.723728
E00005925,0,2,.55323201
E00005926,0,3,.56402701
E00005927,0,0,1
E00005928,0,3,.69078302
E00005929,0,2,.51855302
E00005930,2,3,.277964
E00005931,2,3,.36696199
E00005932,2,2,.40064901
E00005933,2,3,.29188401
E00005934,0,3,.66898203
E00005935,1,2,.43517199
E00005936,2,2,.37315699
E00005937,1,2,.40706599
E00005938,2,2,.337897
E00005939,2,3,.202677
E00005940,2,5,.33174899
E00005941,2,2,.23610701
E00005942,1,7,.40577501
E00005943,2,2,.129454
E00005944,1,4,.35066101
E00005945,1,3,.439527
E00005946,1,2,.44718599
E00005947,0,3,.63359201
E00005948,1,2,.331209
E00005949,1,2,.36215901
E00005950,0,3,.83069801
E00005951,1,2,.492998
E00005952,0,4,.68473601
E00005953,0,3,.50768697
E00005954,0,2,.57991898
E00005955,0,5,.94162101
E00005956,0,1,.88502598
E00005957,0,2,.64165699
E00005958,0,3,.81736797
E00005959,0,2,.81287003
E00005960,0,2,.76573199
E00005961,0,3,.77992898
E00005962,0,1,.98140103
E00005963,0,2,.872904
E00005964,0,3,.73037201
E00005965,0,0,1
E00005966,0,2,.53144598
E00005967,0,3,.51972902
E00005968,0,3,.709086
E00005969,0,1,.78934902
E00005970,0,3,.73626
E00005971,1,3,.45246801
E00005972,0,0,1
E00005973,0,0,1
E00005974,0,0,1
E00005975,0,0,1
E00005976,0,0,1
E00005977,0,0,1
E00005978,0,3,.80332702
E00005979,0,0,1
E00005980,0,4,.57517898
E00005981,0,3,.85832298
E00005982,1,3,.498629
E00005983,1,3,.42539299
E00005984,1,3,.38692501
E00005985,1,3,.43447399
E00005986,0,0,1
E00005987,1,3,.38880399
E00005988,1,3,.34974599
E00005989,0,2,.62845701
E00005990,3,3,.18254
E00005991,3,3,.036798999
E00005992,0,2,.57100898
E00005993,1,3,.19950999
E00005994,2,3,.205661
E00005995,3,3,.233301
E00005996,2,3,.215168
E00005997,2,3,.045175999
E00005998,3,3,.246507
E00005999,3,3,.231042
E00006000,2,3,.212565
E00006001,0,2,.59004402
E00006002,0,2,.75331998
E00006003,2,3,.38475901
E00006004,0,3,.72619098
E00006005,2,3,.136127
E00006006,2,3,.28886101
E00006007,1,3,.49818599
E00006008,1,3,.167899
E00006009,0,3,.53650999
E00006010,1,3,.40691301
E00006011,0,2,.710311
E00006012,0,2,.60551703
E00006013,0,0,1
E00006014,0,0,1
E00006015,0,0,1
E00006016,0,0,1
E00006017,0,0,1
E00006018,0,0,1
E00006019,0,0,1
E00006020,0,0,1
E00006021,0,0,1
E00006022,0,0,1
E00006023,0,0,1
E00006024,0,0,1
E00006025,0,0,1
E00006026,0,0,1
E00006027,0,0,1
E00006028,0,0,1
E00006029,0,0,1
E00006030,0,1,.93724
E00006031,0,0,1
E00006032,0,1,.927652
E00006033,0,1,.81326401
E00006034,0,1,.73403502
E00006035,0,1,.78182501
E00006036,0,4,.724738
E00006037,0,3,.68117899
E00006038,0,2,.70830703
E00006039,1,2,.42908001
E00006040,1,3,.442233
E00006041,0,0,1
E00006042,0,0,1
E00006043,0,0,1
E00006044,0,0,1
E00006045,0,0,1
E00006046,0,0,1
E00006047,0,0,1
E00006048,0,0,1
E00006049,0,0,1
E00006050,0,0,1
E00006051,0,0,1
E00006052,0,0,1
E00006053,0,0,1
E00006054,0,0,1
E00006055,0,0,1
E00006056,0,0,1
E00006057,0,0,1
E00006058,0,0,1
E00006059,0,0,1
E00006060,0,0,1
E00006061,0,0,1
E00006062,0,0,1
E00006063,0,0,1
E00006064,0,0,1
E00006065,0,0,1
E00006066,0,0,1
E00006067,0,0,1
E00006068,0,0,1
E00006069,0,0,1
E00006070,0,0,1
E00006071,0,0,1
E00006072,0,0,1
E00006073,0,0,1
E00006074,0,0,1
E00006075,0,0,1
E00006076,0,0,1
E00006077,0,0,1
E00006078,0,0,1
E00006079,0,0,1
E00006080,0,0,1
E00006081,0,0,1
E00006082,0,0,1
E00006083,0,0,1
E00006084,0,0,1
E00006085,0,0,1
E00006086,0,0,1
E00006087,0,0,1
E00006088,0,0,1
E00006089,0,0,1
E00006090,0,0,1
E00006091,0,0,1
E00006092,0,0,1
E00006093,0,0,1
E00006094,0,0,1
E00006095,0,0,1
E00006096,0,0,1
E00006097,0,0,1
E00006098,0,0,1
E00006099,0,2,.70545799
E00006100,0,1,.92349797
E00006101,0,0,1
E00006102,0,0,1
E00006103,0,0,1
E00006104,0,0,1
E00006105,0,0,1
E00006106,0,0,1
E00006107,0,0,1
E00006108,0,0,1
E00006109,0,0,1
E00006110,0,0,1
E00006111,0,0,1
E00006112,0,0,1
E00006113,0,0,1
E00006114,0,1,.90889901
E00006115,0,2,.677306
E00006116,0,1,.87350202
E00006118,0,2,.914536
E00006119,0,4,.88758701
E00006120,0,2,.73806
E00006121,0,4,.69572598
E00006122,0,0,1
E00006123,0,1,.925152
E00006124,0,0,1
E00006125,0,2,.62359703
E00006126,0,3,.64601499
E00006127,0,0,1
E00006128,0,6,.50920099
E00006129,1,5,.36163101
E00006130,2,9,.32771799
E00006131,1,8,.41762599
E00006132,0,1,.91884398
E00006133,0,0,1
E00006134,3,10,.33238199
E00006135,0,0,1
E00006136,0,0,1
E00006137,0,0,1
E00006138,0,0,1
E00006139,0,3,.61398
E00006140,0,3,.73519099
E00006141,2,5,.447153
E00006142,3,9,.125407
E00006143,0,2,.76209801
E00006144,0,4,.71691298
E00006145,0,0,1
E00006146,0,0,1
E00006147,0,2,.81250697
E00006148,0,3,.93454403
E00006149,0,0,1
E00006150,0,0,1
E00006151,0,3,.83644402
E00006153,0,5,.64158303
E00006154,1,8,.36557201
E00006155,0,0,1
E00006156,0,3,.60742098
E00006157,0,0,1
E00006158,0,5,.52751499
E00006159,3,12,.04989
E00006160,3,5,.242943
E00006161,3,11,.12676799
E00006162,4,11,.072619997
E00006163,0,0,1
E00006164,0,0,1
E00006165,0,0,1
E00006166,0,0,1
E00006167,0,0,1
E00006168,0,0,1
E00006169,0,0,1
E00006170,0,0,1
E00006171,0,0,1
E00006172,0,0,1
E00006173,0,2,.90602499
E00006174,0,1,.931068
E00006175,0,0,1
E00006176,0,0,1
E00006177,0,1,.815911
E00006178,0,0,1
E00006179,0,3,.726215
E00006180,0,3,.61548197
E00006181,0,0,1
E00006182,0,0,1
E00006183,0,1,.99411899
E00006184,0,2,.89162201
E00006185,0,1,.94338602
E00006186,0,1,.94421202
E00006187,0,0,1
E00006188,0,0,1
E00006190,0,0,1
E00006191,0,0,1
E00006192,0,0,1
E00006193,0,0,1
E00006194,0,0,1
E00006195,0,0,1
E00006197,0,0,1
E00006198,0,0,1
E00006199,0,0,1
E00006200,0,2,.843144
E00006201,0,0,1
E00006202,0,0,1
E00006203,0,0,1
E00006204,0,1,.68089098
E00006205,0,2,.83760899
E00006206,0,1,.823493
E00006207,0,1,.66433299
E00006208,0,1,.51999903
E00006209,0,1,.62305099
E00006210,0,1,.72069001
E00006211,1,1,.353338
E00006212,0,2,.544994
E00006213,1,1,.173564
E00006214,0,3,.55143899
E00006215,1,2,.173538
E00006216,1,1,.36386901
E00006217,1,4,.366173
E00006218,1,2,.287265
E00006219,0,1,.85302198
E00006220,0,1,.57470399
E00006221,1,4,.208722
E00006222,0,1,.56367302
E00006224,0,1,.971048
E00006225,0,1,.974415
E00006226,0,1,.61663598
E00006227,1,2,.203612
E00006228,2,6,.301608
E00006229,0,1,.60791802
E00006230,2,10,.19475099
E00006231,1,5,.30992201
E00006232,1,5,.42881101
E00006233,1,11,.196476
E00006234,1,6,.46944401
E00006235,1,6,.21602599
E00006236,2,9,.208657
E00006237,2,6,.25204799
E00006238,2,6,.22013199
E00006239,2,8,.202834
E00006240,2,10,.388262
E00006241,2,11,.119828
E00006242,1,1,.383719
E00006243,0,1,.58494002
E00006244,1,1,.46916699
E00006245,0,1,.697227
E00006246,1,4,.20729101
E00006247,0,1,.85286099
E00006248,0,1,.73423803
E00006249,1,1,.357732
E00006250,1,2,.15949
E00006251,0,2,.60514802
E00006252,1,1,.36759499
E00006253,0,1,.77835202
E00006254,2,12,.091868997
E00006255,1,6,.347325
E00006256,1,3,.47265899
E00006257,0,1,.848472
E00006258,0,2,.70209402
E00006259,0,2,.72095901
E00006260,3,10,.34492201
E00006261,0,2,.76794499
E00006262,5,10,.23789001
E00006263,2,11,.41342399
E00006264,0,4,.69326103
E00006265,0,8,.50131601
E00006266,0,8,.68986398
E00006267,1,7,.33917299
E00006268,1,4,.370327
E00006269,2,4,.080490999
E00006270,1,1,.130962
E00006271,0,1,.88551301
E00006272,0,1,.74190003
E00006273,0,1,.89898503
E00006274,0,1,.58355498
E00006275,0,1,.97611099
E00006276,0,1,.91994399
E00006277,0,0,1
E00006278,0,0,1
E00006279,0,0,1
E00006280,0,1,.64056301
E00006281,0,1,.695301
E00006282,0,1,.60490602
E00006283,0,1,.54643798
E00006284,0,0,1
E00006285,0,1,.79436803
E00006286,0,1,.66643602
E00006287,1,1,.31678301
E00006288,1,1,.157628
E00006289,1,1,.474453
E00006290,0,1,.874798
E00006291,0,0,1
E00006292,0,1,.56195498
E00006293,0,0,1
E00006294,1,1,.42638001
E00006295,1,1,.30159199
E00006296,0,0,1
E00006298,0,0,1
E00006299,0,0,1
E00006300,0,0,1
E00006301,0,1,.73750502
E00006302,0,0,1
E00006303,0,0,1
E00006304,0,0,1
E00006305,0,0,1
E00006307,0,0,1
E00006308,0,0,1
E00006309,0,0,1
E00006310,0,0,1
E00006311,0,0,1
E00006312,0,0,1
E00006313,0,0,1
E00006314,0,0,1
E00006315,0,0,1
E00006316,0,0,1
E00006317,0,0,1
E00006318,0,0,1
E00006319,0,0,1
E00006320,0,0,1
E00006321,0,0,1
E00006322,0,0,1
E00006323,0,0,1
E00006324,0,0,1
E00006325,0,0,1
E00006326,0,0,1
E00006327,0,0,1
E00006328,0,0,1
E00006329,0,0,1
E00006330,0,0,1
E00006331,0,0,1
E00006332,0,0,1
E00006333,0,0,1
E00006334,0,0,1
E00006335,0,0,1
E00006336,0,0,1
E00006337,0,0,1
E00006338,0,0,1
E00006339,0,0,1
E00006340,0,0,1
E00006341,0,0,1
E00006342,0,0,1
E00006343,0,0,1
E00006344,0,0,1
E00006345,0,0,1
E00006346,0,0,1
E00006347,0,0,1
E00006348,0,0,1
E00006349,0,0,1
E00006350,0,0,1
E00006351,0,0,1
E00006352,0,0,1
E00006353,0,0,1
E00006354,0,0,1
E00006355,0,0,1
E00006356,0,0,1
E00006357,0,0,1
E00006358,0,0,1
E00006359,0,0,1
E00006360,0,0,1
E00006361,0,0,1
E00006362,0,0,1
E00006363,0,0,1
E00006364,0,0,1
E00006365,0,0,1
E00006366,0,0,1
E00006367,0,0,1
E00006368,0,0,1
E00006369,0,0,1
E00006370,0,0,1
E00006371,0,0,1
E00006372,0,0,1
E00006373,0,0,1
E00006374,0,0,1
E00006375,0,0,1
E00006376,0,0,1
E00006377,0,0,1
E00006378,0,0,1
E00006379,0,0,1
E00006380,0,0,1
E00006381,0,0,1
E00006382,0,0,1
E00006383,0,0,1
E00006384,0,0,1
E00006385,0,0,1
E00006386,0,0,1
E00006387,0,0,1
E00006388,0,0,1
E00006389,0,0,1
E00006390,0,0,1
E00006391,0,0,1
E00006392,0,0,1
E00006393,0,0,1
E00006394,0,0,1
E00006395,0,0,1
E00006396,0,0,1
E00006397,0,0,1
E00006398,0,0,1
E00006399,0,0,1
E00006400,0,0,1
E00006401,0,0,1
E00006402,0,0,1
E00006403,0,0,1
E00006404,0,0,1
E00006405,0,0,1
E00006406,0,0,1
E00006407,0,0,1
E00006408,0,0,1
E00006409,0,0,1
E00006410,0,0,1
E00006411,0,0,1
E00006412,0,0,1
E00006413,0,0,1
E00006414,0,0,1
E00006415,0,0,1
E00006416,0,1,.88858801
E00006417,0,0,1
E00006418,0,0,1
E00006419,0,1,.72713798
E00006420,0,0,1
E00006421,0,1,.80218601
E00006422,0,1,.940458
E00006423,0,1,.72955799
E00006424,0,1,.89719898
E00006425,0,1,.81866598
E00006426,0,0,1
E00006427,0,0,1
E00006428,0,0,1
E00006429,0,0,1
E00006430,0,0,1
E00006431,0,0,1
E00006432,0,0,1
E00006433,0,0,1
E00006434,0,0,1
E00006435,0,0,1
E00006436,0,0,1
E00006437,0,0,1
E00006438,0,0,1
E00006439,0,0,1
E00006440,0,0,1
E00006441,0,0,1
E00006442,0,0,1
E00006443,0,0,1
E00006444,0,0,1
E00006445,0,1,.89567399
E00006446,0,0,1
E00006447,0,0,1
E00006448,0,0,1
E00006449,0,0,1
E00006450,0,0,1
E00006451,0,0,1
E00006452,0,0,1
E00006453,0,0,1
E00006454,0,0,1
E00006455,0,0,1
E00006456,0,0,1
E00006457,0,0,1
E00006458,0,0,1
E00006459,0,0,1
E00006460,0,0,1
E00006462,0,0,1
E00006463,0,0,1
E00006464,0,0,1
E00006465,0,1,.77279001
E00006466,0,1,.53601402
E00006467,0,0,1
E00006468,0,0,1
E00006469,0,0,1
E00006470,0,1,.77254498
E00006471,0,1,.73720801
E00006472,0,1,.99796599
E00006473,0,0,1
E00006474,2,8,.28402299
E00006475,7,12,.050439
E00006476,2,9,.43786699
E00006477,5,13,.19636799
E00006478,1,10,.36656401
E00006479,0,11,.73100501
E00006480,4,8,.126588
E00006481,2,9,.20106
E00006482,0,11,.57516998
E00006483,3,10,.36328399
E00006484,0,12,.73211998
E00006485,1,13,.45997599
E00006486,1,10,.47798601
E00006487,2,7,.16802201
E00006488,4,12,.162838
E00006489,0,10,.55966401
E00006491,1,9,.47170499
E00006492,7,12,.246675
E00006493,5,11,.275828
E00006494,0,9,.52201498
E00006496,6,12,.31953201
E00006497,5,12,.32719401
E00006498,0,10,.53907502
E00006499,4,11,.18655901
E00006500,8,12,.175918
E00006501,1,7,.471293
E00006502,4,12,.183781
E00006503,6,12,.131721
E00006504,6,11,.183826
E00006505,6,12,.089514002
E00006506,7,11,.075332999
E00006507,5,9,.236545
E00006508,7,14,.099371001
E00006509,7,13,.240575
E00006510,7,12,.034136999
E00006511,5,10,.24663299
E00006512,8,14,.130108
E00006513,1,9,.39284301
E00006514,7,11,.14307299
E00006515,7,11,.122597
E00006516,5,10,.150877
E00006517,0,0,1
E00006518,0,0,1
E00006519,0,0,1
E00006520,0,0,1
E00006521,0,0,1
E00006522,0,0,1
E00006523,0,0,1
E00006524,0,0,1
E00006525,0,0,1
E00006526,0,0,1
E00006527,0,0,1
E00006528,0,0,1
E00006529,0,0,1
E00006530,0,0,1
E00006531,0,0,1
E00006532,0,0,1
E00006533,0,0,1
E00006534,0,0,1
E00006535,0,0,1
E00006536,0,0,1
E00006537,0,0,1
E00006538,0,0,1
E00006539,0,0,1
E00006540,0,0,1
E00006541,0,0,1
E00006542,0,0,1
E00006543,0,0,1
E00006544,0,0,1
E00006545,0,0,1
E00006546,0,0,1
E00006547,0,0,1
E00006548,0,0,1
E00006549,0,0,1
E00006550,0,0,1
E00006551,0,0,1
E00006552,0,0,1
E00006553,0,0,1
E00006554,0,0,1
E00006555,0,0,1
E00006556,0,0,1
E00006557,0,0,1
E00006558,0,0,1
E00006559,0,0,1
E00006560,0,0,1
E00006561,0,0,1
E00006562,0,0,1
E00006563,0,0,1
E00006564,0,0,1
E00006565,0,0,1
E00006566,0,0,1
E00006567,0,0,1
E00006568,0,0,1
E00006569,0,0,1
E00006570,0,0,1
E00006571,0,0,1
E00006572,0,0,1
E00006573,0,0,1
E00006574,0,0,1
E00006575,0,0,1
E00006576,0,0,1
E00006577,0,0,1
E00006578,0,0,1
E00006579,0,0,1
E00006580,0,0,1
E00006581,0,0,1
E00006582,0,0,1
E00006583,0,0,1
E00006584,0,0,1
E00006585,0,0,1
E00006586,0,0,1
E00006587,0,0,1
E00006588,0,0,1
E00006589,0,0,1
E00006590,0,0,1
E00006591,0,0,1
E00006592,0,0,1
E00006593,0,0,1
E00006594,0,0,1
E00006595,0,0,1
E00006596,0,0,1
E00006597,0,0,1
E00006598,0,0,1
E00006599,0,0,1
E00006600,0,0,1
E00006601,0,0,1
E00006602,0,0,1
E00006603,0,0,1
E00006604,0,0,1
E00006605,0,0,1
E00006606,0,0,1
E00006607,0,0,1
E00006608,0,0,1
E00006609,0,0,1
E00006610,0,0,1
E00006611,0,0,1
E00006612,0,0,1
E00006613,0,0,1
E00006614,0,0,1
E00006615,0,0,1
E00006616,0,0,1
E00006617,0,0,1
E00006618,0,0,1
E00006619,0,0,1
E00006620,0,0,1
E00006621,0,0,1
E00006622,0,0,1
E00006623,0,0,1
E00006624,0,0,1
E00006625,0,0,1
E00006626,0,0,1
E00006627,0,0,1
E00006628,0,0,1
E00006629,0,0,1
E00006630,0,0,1
E00006631,0,0,1
E00006632,0,0,1
E00006633,0,0,1
E00006634,0,1,.82156998
E00006635,0,0,1
E00006636,0,0,1
E00006637,0,1,.81586701
E00006638,0,0,1
E00006639,0,0,1
E00006640,0,1,.77294099
E00006641,0,0,1
E00006642,0,0,1
E00006643,0,0,1
E00006644,0,0,1
E00006645,0,0,1
E00006646,0,0,1
E00006647,0,0,1
E00006648,0,0,1
E00006649,0,0,1
E00006650,0,0,1
E00006651,0,0,1
E00006652,0,0,1
E00006653,0,0,1
E00006654,0,0,1
E00006655,0,0,1
E00006656,0,0,1
E00006657,0,0,1
E00006658,0,0,1
E00006659,0,0,1
E00006660,0,0,1
E00006661,0,0,1
E00006662,0,0,1
E00006663,0,0,1
E00006664,0,0,1
E00006665,0,0,1
E00006666,0,0,1
E00006667,0,0,1
E00006668,0,0,1
E00006669,0,0,1
E00006670,0,0,1
E00006671,0,0,1
E00006672,0,0,1
E00006673,0,0,1
E00006674,0,0,1
E00006675,0,0,1
E00006676,0,0,1
E00006677,0,0,1
E00006678,0,0,1
E00006679,0,0,1
E00006680,0,0,1
E00006681,0,0,1
E00006682,0,0,1
E00006683,0,0,1
E00006684,0,0,1
E00006685,0,0,1
E00006686,0,0,1
E00006687,0,0,1
E00006688,0,0,1
E00006689,0,0,1
E00006690,0,0,1
E00006691,0,0,1
E00006692,0,0,1
E00006693,0,0,1
E00006694,0,0,1
E00006695,0,0,1
E00006696,0,0,1
E00006697,0,0,1
E00006698,0,0,1
E00006699,0,0,1
E00006701,0,0,1
E00006702,0,0,1
E00006703,0,0,1
E00006704,0,0,1
E00006705,0,0,1
E00006706,0,0,1
E00006707,0,0,1
E00006708,0,0,1
E00006709,0,0,1
E00006710,0,0,1
E00006711,0,0,1
E00006712,0,0,1
E00006713,0,1,.91234303
E00006714,0,0,1
E00006715,0,0,1
E00006716,0,0,1
E00006717,0,1,.901577
E00006718,0,0,1
E00006719,0,0,1
E00006720,0,0,1
E00006721,0,0,1
E00006722,0,0,1
E00006723,0,0,1
E00006724,0,0,1
E00006725,0,0,1
E00006726,0,0,1
E00006727,0,0,1
E00006728,0,0,1
E00006729,0,0,1
E00006730,0,0,1
E00006731,0,0,1
E00006732,0,0,1
E00006734,0,0,1
E00006735,0,0,1
E00006737,0,0,1
E00006738,0,0,1
E00006739,0,0,1
E00006740,0,1,.93185401
E00006741,0,0,1
E00006742,0,0,1
E00006743,0,1,.97661299
E00006744,0,0,1
E00006745,0,0,1
E00006746,0,0,1
E00006747,0,0,1
E00006748,0,1,.96441603
E00006749,0,0,1
E00006750,0,0,1
E00006751,0,2,.95334202
E00006752,0,0,1
E00006753,0,0,1
E00006754,0,0,1
E00006755,0,0,1
E00006756,0,3,.66140699
E00006757,0,0,1
E00006758,0,0,1
E00006759,0,0,1
E00006760,0,0,1
E00006761,0,0,1
E00006762,0,0,1
E00006763,0,0,1
E00006764,0,0,1
E00006765,0,0,1
E00006766,0,0,1
E00006767,0,0,1
E00006768,0,0,1
E00006769,0,0,1
E00006770,0,0,1
E00006771,0,0,1
E00006772,0,0,1
E00006773,0,0,1
E00006774,0,0,1
E00006775,0,0,1
E00006776,0,0,1
E00006777,0,0,1
E00006778,0,0,1
E00006780,0,0,1
E00006781,0,0,1
E00006782,0,0,1
E00006783,0,0,1
E00006784,0,0,1
E00006785,0,0,1
E00006786,0,0,1
E00006787,0,0,1
E00006788,0,0,1
E00006789,0,0,1
E00006790,0,0,1
E00006791,0,0,1
E00006792,0,0,1
E00006793,0,0,1
E00006794,0,0,1
E00006795,0,0,1
E00006796,0,0,1
E00006797,0,0,1
E00006798,0,0,1
E00006799,0,0,1
E00006800,0,0,1
E00006801,0,0,1
E00006802,0,0,1
E00006803,0,0,1
E00006804,0,0,1
E00006805,0,0,1
E00006806,0,0,1
E00006807,0,0,1
E00006808,0,0,1
E00006809,0,0,1
E00006810,0,0,1
E00006811,0,0,1
E00006812,0,0,1
